ym,category,role,cases_pending
1996-12,Asset Forfeiture,Defendant,36
1997-01,Asset Forfeiture,Defendant,35
1997-02,Asset Forfeiture,Defendant,32
1997-03,Asset Forfeiture,Defendant,32
1997-04,Asset Forfeiture,Defendant,32
1997-05,Asset Forfeiture,Defendant,33
1997-06,Asset Forfeiture,Defendant,34
1997-07,Asset Forfeiture,Defendant,36
1997-08,Asset Forfeiture,Defendant,35
1997-09,Asset Forfeiture,Defendant,35
1997-10,Asset Forfeiture,Defendant,38
1997-11,Asset Forfeiture,Defendant,37
1997-12,Asset Forfeiture,Defendant,39
1998-01,Asset Forfeiture,Defendant,39
1998-02,Asset Forfeiture,Defendant,43
1998-03,Asset Forfeiture,Defendant,44
1998-04,Asset Forfeiture,Defendant,47
1998-05,Asset Forfeiture,Defendant,48
1998-06,Asset Forfeiture,Defendant,48
1998-07,Asset Forfeiture,Defendant,49
1998-08,Asset Forfeiture,Defendant,53
1998-09,Asset Forfeiture,Defendant,56
1998-10,Asset Forfeiture,Defendant,61
1998-11,Asset Forfeiture,Defendant,64
1998-12,Asset Forfeiture,Defendant,67
1999-01,Asset Forfeiture,Defendant,67
1999-02,Asset Forfeiture,Defendant,76
1999-03,Asset Forfeiture,Defendant,98
1999-04,Asset Forfeiture,Defendant,111
1999-05,Asset Forfeiture,Defendant,112
1999-06,Asset Forfeiture,Defendant,121
1999-07,Asset Forfeiture,Defendant,137
1999-08,Asset Forfeiture,Defendant,143
1999-09,Asset Forfeiture,Defendant,148
1999-10,Asset Forfeiture,Defendant,149
1999-11,Asset Forfeiture,Defendant,145
1999-12,Asset Forfeiture,Defendant,135
2000-01,Asset Forfeiture,Defendant,135
2000-02,Asset Forfeiture,Defendant,132
2000-03,Asset Forfeiture,Defendant,124
2000-04,Asset Forfeiture,Defendant,119
2000-05,Asset Forfeiture,Defendant,118
2000-06,Asset Forfeiture,Defendant,123
2000-07,Asset Forfeiture,Defendant,122
2000-08,Asset Forfeiture,Defendant,121
2000-09,Asset Forfeiture,Defendant,109
2000-10,Asset Forfeiture,Defendant,108
2000-11,Asset Forfeiture,Defendant,111
2000-12,Asset Forfeiture,Defendant,85
2001-01,Asset Forfeiture,Defendant,91
2001-02,Asset Forfeiture,Defendant,88
2001-03,Asset Forfeiture,Defendant,91
2001-04,Asset Forfeiture,Defendant,92
2001-05,Asset Forfeiture,Defendant,95
2001-06,Asset Forfeiture,Defendant,94
2001-07,Asset Forfeiture,Defendant,93
2001-08,Asset Forfeiture,Defendant,88
2001-09,Asset Forfeiture,Defendant,83
2001-10,Asset Forfeiture,Defendant,80
2001-11,Asset Forfeiture,Defendant,81
2001-12,Asset Forfeiture,Defendant,82
2002-01,Asset Forfeiture,Defendant,87
2002-02,Asset Forfeiture,Defendant,83
2002-03,Asset Forfeiture,Defendant,80
2002-04,Asset Forfeiture,Defendant,75
2002-05,Asset Forfeiture,Defendant,69
2002-06,Asset Forfeiture,Defendant,62
2002-07,Asset Forfeiture,Defendant,63
2002-08,Asset Forfeiture,Defendant,62
2002-09,Asset Forfeiture,Defendant,57
2002-10,Asset Forfeiture,Defendant,59
2002-11,Asset Forfeiture,Defendant,59
2002-12,Asset Forfeiture,Defendant,56
2003-01,Asset Forfeiture,Defendant,58
2003-02,Asset Forfeiture,Defendant,56
2003-03,Asset Forfeiture,Defendant,58
2003-04,Asset Forfeiture,Defendant,60
2003-05,Asset Forfeiture,Defendant,61
2003-06,Asset Forfeiture,Defendant,59
2003-07,Asset Forfeiture,Defendant,63
2003-08,Asset Forfeiture,Defendant,66
2003-09,Asset Forfeiture,Defendant,66
2003-10,Asset Forfeiture,Defendant,63
2003-11,Asset Forfeiture,Defendant,73
2003-12,Asset Forfeiture,Defendant,69
2004-01,Asset Forfeiture,Defendant,66
2004-02,Asset Forfeiture,Defendant,68
2004-03,Asset Forfeiture,Defendant,73
2004-04,Asset Forfeiture,Defendant,73
2004-05,Asset Forfeiture,Defendant,77
2004-06,Asset Forfeiture,Defendant,76
2004-07,Asset Forfeiture,Defendant,77
2004-08,Asset Forfeiture,Defendant,70
2004-09,Asset Forfeiture,Defendant,67
2004-10,Asset Forfeiture,Defendant,66
2004-11,Asset Forfeiture,Defendant,61
2004-12,Asset Forfeiture,Defendant,61
2005-01,Asset Forfeiture,Defendant,63
2005-02,Asset Forfeiture,Defendant,61
2005-03,Asset Forfeiture,Defendant,61
2005-04,Asset Forfeiture,Defendant,59
2005-05,Asset Forfeiture,Defendant,60
2005-06,Asset Forfeiture,Defendant,64
2005-07,Asset Forfeiture,Defendant,73
2005-08,Asset Forfeiture,Defendant,72
2005-09,Asset Forfeiture,Defendant,68
2005-10,Asset Forfeiture,Defendant,73
2005-11,Asset Forfeiture,Defendant,75
2005-12,Asset Forfeiture,Defendant,75
2006-01,Asset Forfeiture,Defendant,74
2006-02,Asset Forfeiture,Defendant,65
2006-03,Asset Forfeiture,Defendant,59
2006-04,Asset Forfeiture,Defendant,59
2006-05,Asset Forfeiture,Defendant,60
2006-06,Asset Forfeiture,Defendant,66
2006-07,Asset Forfeiture,Defendant,61
2006-08,Asset Forfeiture,Defendant,59
2006-09,Asset Forfeiture,Defendant,57
2006-10,Asset Forfeiture,Defendant,58
2006-11,Asset Forfeiture,Defendant,60
2006-12,Asset Forfeiture,Defendant,62
2007-01,Asset Forfeiture,Defendant,63
2007-02,Asset Forfeiture,Defendant,64
2007-03,Asset Forfeiture,Defendant,60
2007-04,Asset Forfeiture,Defendant,59
2007-05,Asset Forfeiture,Defendant,60
2007-06,Asset Forfeiture,Defendant,66
2007-07,Asset Forfeiture,Defendant,67
2007-08,Asset Forfeiture,Defendant,63
2007-09,Asset Forfeiture,Defendant,61
2007-10,Asset Forfeiture,Defendant,63
2007-11,Asset Forfeiture,Defendant,65
2007-12,Asset Forfeiture,Defendant,68
2008-01,Asset Forfeiture,Defendant,71
2008-02,Asset Forfeiture,Defendant,76
2008-03,Asset Forfeiture,Defendant,73
2008-04,Asset Forfeiture,Defendant,71
2008-05,Asset Forfeiture,Defendant,71
2008-06,Asset Forfeiture,Defendant,72
2008-07,Asset Forfeiture,Defendant,70
2008-08,Asset Forfeiture,Defendant,69
2008-09,Asset Forfeiture,Defendant,64
2008-10,Asset Forfeiture,Defendant,64
2008-11,Asset Forfeiture,Defendant,63
2008-12,Asset Forfeiture,Defendant,57
2009-01,Asset Forfeiture,Defendant,59
2009-02,Asset Forfeiture,Defendant,58
2009-03,Asset Forfeiture,Defendant,56
2009-04,Asset Forfeiture,Defendant,55
2009-05,Asset Forfeiture,Defendant,53
2009-06,Asset Forfeiture,Defendant,54
2009-07,Asset Forfeiture,Defendant,54
2009-08,Asset Forfeiture,Defendant,58
2009-09,Asset Forfeiture,Defendant,55
2009-10,Asset Forfeiture,Defendant,52
2009-11,Asset Forfeiture,Defendant,53
2009-12,Asset Forfeiture,Defendant,56
2010-01,Asset Forfeiture,Defendant,57
2010-02,Asset Forfeiture,Defendant,56
2010-03,Asset Forfeiture,Defendant,55
2010-04,Asset Forfeiture,Defendant,52
2010-05,Asset Forfeiture,Defendant,46
2010-06,Asset Forfeiture,Defendant,42
2010-07,Asset Forfeiture,Defendant,39
2010-08,Asset Forfeiture,Defendant,42
2010-09,Asset Forfeiture,Defendant,43
2010-10,Asset Forfeiture,Defendant,42
2010-11,Asset Forfeiture,Defendant,46
2010-12,Asset Forfeiture,Defendant,48
2011-01,Asset Forfeiture,Defendant,49
2011-02,Asset Forfeiture,Defendant,53
2011-03,Asset Forfeiture,Defendant,50
2011-04,Asset Forfeiture,Defendant,48
2011-05,Asset Forfeiture,Defendant,48
2011-06,Asset Forfeiture,Defendant,50
2011-07,Asset Forfeiture,Defendant,48
2011-08,Asset Forfeiture,Defendant,44
2011-09,Asset Forfeiture,Defendant,42
2011-10,Asset Forfeiture,Defendant,43
2011-11,Asset Forfeiture,Defendant,49
2011-12,Asset Forfeiture,Defendant,44
2012-01,Asset Forfeiture,Defendant,45
2012-02,Asset Forfeiture,Defendant,45
2012-03,Asset Forfeiture,Defendant,47
2012-04,Asset Forfeiture,Defendant,50
2012-05,Asset Forfeiture,Defendant,46
2012-06,Asset Forfeiture,Defendant,49
2012-07,Asset Forfeiture,Defendant,49
2012-08,Asset Forfeiture,Defendant,47
2012-09,Asset Forfeiture,Defendant,41
2012-10,Asset Forfeiture,Defendant,47
2012-11,Asset Forfeiture,Defendant,53
2012-12,Asset Forfeiture,Defendant,52
2013-01,Asset Forfeiture,Defendant,51
2013-02,Asset Forfeiture,Defendant,50
2013-03,Asset Forfeiture,Defendant,50
2013-04,Asset Forfeiture,Defendant,50
2013-05,Asset Forfeiture,Defendant,47
2013-06,Asset Forfeiture,Defendant,49
2013-07,Asset Forfeiture,Defendant,47
2013-08,Asset Forfeiture,Defendant,44
2013-09,Asset Forfeiture,Defendant,46
2013-10,Asset Forfeiture,Defendant,44
2013-11,Asset Forfeiture,Defendant,51
2013-12,Asset Forfeiture,Defendant,45
2014-01,Asset Forfeiture,Defendant,47
2014-02,Asset Forfeiture,Defendant,48
2014-03,Asset Forfeiture,Defendant,52
2014-04,Asset Forfeiture,Defendant,54
2014-05,Asset Forfeiture,Defendant,54
2014-06,Asset Forfeiture,Defendant,53
2014-07,Asset Forfeiture,Defendant,60
2014-08,Asset Forfeiture,Defendant,68
2014-09,Asset Forfeiture,Defendant,62
2014-10,Asset Forfeiture,Defendant,56
2014-11,Asset Forfeiture,Defendant,56
2014-12,Asset Forfeiture,Defendant,55
2015-01,Asset Forfeiture,Defendant,51
2015-02,Asset Forfeiture,Defendant,51
2015-03,Asset Forfeiture,Defendant,52
2015-04,Asset Forfeiture,Defendant,56
2015-05,Asset Forfeiture,Defendant,47
2015-06,Asset Forfeiture,Defendant,51
2015-07,Asset Forfeiture,Defendant,52
2015-08,Asset Forfeiture,Defendant,51
2015-09,Asset Forfeiture,Defendant,50
2015-10,Asset Forfeiture,Defendant,48
2015-11,Asset Forfeiture,Defendant,45
2015-12,Asset Forfeiture,Defendant,43
2016-01,Asset Forfeiture,Defendant,46
2016-02,Asset Forfeiture,Defendant,45
2016-03,Asset Forfeiture,Defendant,42
2016-04,Asset Forfeiture,Defendant,42
2016-05,Asset Forfeiture,Defendant,41
2016-06,Asset Forfeiture,Defendant,39
2016-07,Asset Forfeiture,Defendant,39
2016-08,Asset Forfeiture,Defendant,40
2016-09,Asset Forfeiture,Defendant,33
2016-10,Asset Forfeiture,Defendant,32
2016-11,Asset Forfeiture,Defendant,33
2016-12,Asset Forfeiture,Defendant,36
2017-01,Asset Forfeiture,Defendant,36
2017-02,Asset Forfeiture,Defendant,36
2017-03,Asset Forfeiture,Defendant,35
2017-04,Asset Forfeiture,Defendant,34
2017-05,Asset Forfeiture,Defendant,33
2017-06,Asset Forfeiture,Defendant,26
2017-07,Asset Forfeiture,Defendant,27
2017-08,Asset Forfeiture,Defendant,30
2017-09,Asset Forfeiture,Defendant,29
2017-10,Asset Forfeiture,Defendant,30
2017-11,Asset Forfeiture,Defendant,34
2017-12,Asset Forfeiture,Defendant,39
2018-01,Asset Forfeiture,Defendant,38
2018-02,Asset Forfeiture,Defendant,41
2018-03,Asset Forfeiture,Defendant,42
2018-04,Asset Forfeiture,Defendant,39
2018-05,Asset Forfeiture,Defendant,36
2018-06,Asset Forfeiture,Defendant,38
2018-07,Asset Forfeiture,Defendant,39
2018-08,Asset Forfeiture,Defendant,41
2018-09,Asset Forfeiture,Defendant,41
2018-10,Asset Forfeiture,Defendant,40
2018-11,Asset Forfeiture,Defendant,39
2018-12,Asset Forfeiture,Defendant,39
2019-01,Asset Forfeiture,Defendant,39
2019-02,Asset Forfeiture,Defendant,37
2019-03,Asset Forfeiture,Defendant,32
2019-04,Asset Forfeiture,Defendant,34
2019-05,Asset Forfeiture,Defendant,36
2019-06,Asset Forfeiture,Defendant,40
2019-07,Asset Forfeiture,Defendant,40
2019-08,Asset Forfeiture,Defendant,37
2019-09,Asset Forfeiture,Defendant,38
2019-10,Asset Forfeiture,Defendant,41
2019-11,Asset Forfeiture,Defendant,42
2019-12,Asset Forfeiture,Defendant,42
2020-01,Asset Forfeiture,Defendant,43
2020-02,Asset Forfeiture,Defendant,39
2020-03,Asset Forfeiture,Defendant,39
2020-04,Asset Forfeiture,Defendant,38
2020-05,Asset Forfeiture,Defendant,41
2020-06,Asset Forfeiture,Defendant,45
2020-07,Asset Forfeiture,Defendant,47
2020-08,Asset Forfeiture,Defendant,44
2020-09,Asset Forfeiture,Defendant,43
2020-10,Asset Forfeiture,Defendant,41
2020-11,Asset Forfeiture,Defendant,40
2020-12,Asset Forfeiture,Defendant,43
2021-01,Asset Forfeiture,Defendant,46
2021-02,Asset Forfeiture,Defendant,46
2021-03,Asset Forfeiture,Defendant,42
2021-04,Asset Forfeiture,Defendant,49
2021-05,Asset Forfeiture,Defendant,50
2021-06,Asset Forfeiture,Defendant,51
2021-07,Asset Forfeiture,Defendant,52
2021-08,Asset Forfeiture,Defendant,49
2021-09,Asset Forfeiture,Defendant,39
2021-10,Asset Forfeiture,Defendant,43
2021-11,Asset Forfeiture,Defendant,44
2021-12,Asset Forfeiture,Defendant,48
2022-01,Asset Forfeiture,Defendant,47
2022-02,Asset Forfeiture,Defendant,45
2022-03,Asset Forfeiture,Defendant,45
2022-04,Asset Forfeiture,Defendant,45
2022-05,Asset Forfeiture,Defendant,44
2022-06,Asset Forfeiture,Defendant,44
2022-07,Asset Forfeiture,Defendant,44
2022-08,Asset Forfeiture,Defendant,39
2022-09,Asset Forfeiture,Defendant,38
2022-10,Asset Forfeiture,Defendant,37
2022-11,Asset Forfeiture,Defendant,37
2022-12,Asset Forfeiture,Defendant,36
2023-01,Asset Forfeiture,Defendant,37
2023-02,Asset Forfeiture,Defendant,36
2023-03,Asset Forfeiture,Defendant,37
2023-04,Asset Forfeiture,Defendant,34
2023-05,Asset Forfeiture,Defendant,34
2023-06,Asset Forfeiture,Defendant,34
2023-07,Asset Forfeiture,Defendant,35
2023-08,Asset Forfeiture,Defendant,35
2023-09,Asset Forfeiture,Defendant,30
2023-10,Asset Forfeiture,Defendant,32
2023-11,Asset Forfeiture,Defendant,30
2023-12,Asset Forfeiture,Defendant,29
2024-01,Asset Forfeiture,Defendant,30
2024-02,Asset Forfeiture,Defendant,28
2024-03,Asset Forfeiture,Defendant,27
2024-04,Asset Forfeiture,Defendant,26
2024-05,Asset Forfeiture,Defendant,28
2024-06,Asset Forfeiture,Defendant,30
2024-07,Asset Forfeiture,Defendant,34
2024-08,Asset Forfeiture,Defendant,32
2024-09,Asset Forfeiture,Defendant,31
2024-10,Asset Forfeiture,Defendant,31
2024-11,Asset Forfeiture,Defendant,30
2024-12,Asset Forfeiture,Defendant,31
2025-01,Asset Forfeiture,Defendant,32
2025-02,Asset Forfeiture,Defendant,34
2025-03,Asset Forfeiture,Defendant,29
2025-04,Asset Forfeiture,Defendant,29
2025-05,Asset Forfeiture,Defendant,28
2025-06,Asset Forfeiture,Defendant,26
2025-07,Asset Forfeiture,Defendant,29
2025-08,Asset Forfeiture,Defendant,29
2025-09,Asset Forfeiture,Defendant,27
2025-10,Asset Forfeiture,Defendant,28
2025-11,Asset Forfeiture,Defendant,30
2025-12,Asset Forfeiture,Defendant,31
2026-01,Asset Forfeiture,Defendant,31
2026-02,Asset Forfeiture,Defendant,31
2026-03,Asset Forfeiture,Defendant,33
2026-04,Asset Forfeiture,Defendant,34
2026-05,Asset Forfeiture,Defendant,33
2026-06,Asset Forfeiture,Defendant,33
2026-07,Asset Forfeiture,Defendant,32
1994-10,Bankruptcy,Defendant,129
1994-11,Bankruptcy,Defendant,133
1994-12,Bankruptcy,Defendant,146
1995-01,Bankruptcy,Defendant,151
1995-02,Bankruptcy,Defendant,154
1995-03,Bankruptcy,Defendant,162
1995-04,Bankruptcy,Defendant,166
1995-05,Bankruptcy,Defendant,168
1995-06,Bankruptcy,Defendant,177
1995-07,Bankruptcy,Defendant,184
1995-08,Bankruptcy,Defendant,192
1995-09,Bankruptcy,Defendant,198
1995-10,Bankruptcy,Defendant,205
1995-11,Bankruptcy,Defendant,211
1995-12,Bankruptcy,Defendant,208
1996-01,Bankruptcy,Defendant,216
1996-02,Bankruptcy,Defendant,218
1996-03,Bankruptcy,Defendant,232
1996-04,Bankruptcy,Defendant,248
1996-05,Bankruptcy,Defendant,263
1996-06,Bankruptcy,Defendant,276
1996-07,Bankruptcy,Defendant,292
1996-08,Bankruptcy,Defendant,303
1996-09,Bankruptcy,Defendant,314
1996-10,Bankruptcy,Defendant,331
1996-11,Bankruptcy,Defendant,346
1996-12,Bankruptcy,Defendant,359
1997-01,Bankruptcy,Defendant,372
1997-02,Bankruptcy,Defendant,396
1997-03,Bankruptcy,Defendant,415
1997-04,Bankruptcy,Defendant,442
1997-05,Bankruptcy,Defendant,489
1997-06,Bankruptcy,Defendant,515
1997-07,Bankruptcy,Defendant,543
1997-08,Bankruptcy,Defendant,567
1997-09,Bankruptcy,Defendant,607
1997-10,Bankruptcy,Defendant,620
1997-11,Bankruptcy,Defendant,614
1997-12,Bankruptcy,Defendant,606
1998-01,Bankruptcy,Defendant,605
1998-02,Bankruptcy,Defendant,600
1998-03,Bankruptcy,Defendant,647
1998-04,Bankruptcy,Defendant,672
1998-05,Bankruptcy,Defendant,644
1998-06,Bankruptcy,Defendant,669
1998-07,Bankruptcy,Defendant,673
1998-08,Bankruptcy,Defendant,700
1998-09,Bankruptcy,Defendant,714
1998-10,Bankruptcy,Defendant,750
1998-11,Bankruptcy,Defendant,769
1998-12,Bankruptcy,Defendant,799
1999-01,Bankruptcy,Defendant,844
1999-02,Bankruptcy,Defendant,892
1999-03,Bankruptcy,Defendant,966
1999-04,Bankruptcy,Defendant,1031
1999-05,Bankruptcy,Defendant,1107
1999-06,Bankruptcy,Defendant,1203
1999-07,Bankruptcy,Defendant,1322
1999-08,Bankruptcy,Defendant,1404
1999-09,Bankruptcy,Defendant,1457
1999-10,Bankruptcy,Defendant,1457
1999-11,Bankruptcy,Defendant,1467
1999-12,Bankruptcy,Defendant,1453
2000-01,Bankruptcy,Defendant,1369
2000-02,Bankruptcy,Defendant,1358
2000-03,Bankruptcy,Defendant,1320
2000-04,Bankruptcy,Defendant,1305
2000-05,Bankruptcy,Defendant,1338
2000-06,Bankruptcy,Defendant,1311
2000-07,Bankruptcy,Defendant,1285
2000-08,Bankruptcy,Defendant,1283
2000-09,Bankruptcy,Defendant,1256
2000-10,Bankruptcy,Defendant,1268
2000-11,Bankruptcy,Defendant,1286
2000-12,Bankruptcy,Defendant,1276
2001-01,Bankruptcy,Defendant,1265
2001-02,Bankruptcy,Defendant,1274
2001-03,Bankruptcy,Defendant,1262
2001-04,Bankruptcy,Defendant,1242
2001-05,Bankruptcy,Defendant,1244
2001-06,Bankruptcy,Defendant,1266
2001-07,Bankruptcy,Defendant,1285
2001-08,Bankruptcy,Defendant,1262
2001-09,Bankruptcy,Defendant,1270
2001-10,Bankruptcy,Defendant,1261
2001-11,Bankruptcy,Defendant,1286
2001-12,Bankruptcy,Defendant,1245
2002-01,Bankruptcy,Defendant,1223
2002-02,Bankruptcy,Defendant,1216
2002-03,Bankruptcy,Defendant,1206
2002-04,Bankruptcy,Defendant,1190
2002-05,Bankruptcy,Defendant,1164
2002-06,Bankruptcy,Defendant,1155
2002-07,Bankruptcy,Defendant,1130
2002-08,Bankruptcy,Defendant,1090
2002-09,Bankruptcy,Defendant,1081
2002-10,Bankruptcy,Defendant,1073
2002-11,Bankruptcy,Defendant,1087
2002-12,Bankruptcy,Defendant,1071
2003-01,Bankruptcy,Defendant,1066
2003-02,Bankruptcy,Defendant,1069
2003-03,Bankruptcy,Defendant,1061
2003-04,Bankruptcy,Defendant,1076
2003-05,Bankruptcy,Defendant,1093
2003-06,Bankruptcy,Defendant,1084
2003-07,Bankruptcy,Defendant,1086
2003-08,Bankruptcy,Defendant,1093
2003-09,Bankruptcy,Defendant,1056
2003-10,Bankruptcy,Defendant,1029
2003-11,Bankruptcy,Defendant,1027
2003-12,Bankruptcy,Defendant,1014
2004-01,Bankruptcy,Defendant,1025
2004-02,Bankruptcy,Defendant,1021
2004-03,Bankruptcy,Defendant,970
2004-04,Bankruptcy,Defendant,963
2004-05,Bankruptcy,Defendant,949
2004-06,Bankruptcy,Defendant,982
2004-07,Bankruptcy,Defendant,1018
2004-08,Bankruptcy,Defendant,1060
2004-09,Bankruptcy,Defendant,1067
2004-10,Bankruptcy,Defendant,1091
2004-11,Bankruptcy,Defendant,1097
2004-12,Bankruptcy,Defendant,1117
2005-01,Bankruptcy,Defendant,1132
2005-02,Bankruptcy,Defendant,1124
2005-03,Bankruptcy,Defendant,1028
2005-04,Bankruptcy,Defendant,995
2005-05,Bankruptcy,Defendant,966
2005-06,Bankruptcy,Defendant,1001
2005-07,Bankruptcy,Defendant,1008
2005-08,Bankruptcy,Defendant,998
2005-09,Bankruptcy,Defendant,1007
2005-10,Bankruptcy,Defendant,1116
2005-11,Bankruptcy,Defendant,1128
2005-12,Bankruptcy,Defendant,1149
2006-01,Bankruptcy,Defendant,1165
2006-02,Bankruptcy,Defendant,1152
2006-03,Bankruptcy,Defendant,1104
2006-04,Bankruptcy,Defendant,1056
2006-05,Bankruptcy,Defendant,1041
2006-06,Bankruptcy,Defendant,998
2006-07,Bankruptcy,Defendant,984
2006-08,Bankruptcy,Defendant,924
2006-09,Bankruptcy,Defendant,848
2006-10,Bankruptcy,Defendant,820
2006-11,Bankruptcy,Defendant,805
2006-12,Bankruptcy,Defendant,806
2007-01,Bankruptcy,Defendant,791
2007-02,Bankruptcy,Defendant,795
2007-03,Bankruptcy,Defendant,763
2007-04,Bankruptcy,Defendant,742
2007-05,Bankruptcy,Defendant,743
2007-06,Bankruptcy,Defendant,745
2007-07,Bankruptcy,Defendant,766
2007-08,Bankruptcy,Defendant,767
2007-09,Bankruptcy,Defendant,752
2007-10,Bankruptcy,Defendant,749
2007-11,Bankruptcy,Defendant,727
2007-12,Bankruptcy,Defendant,725
2008-01,Bankruptcy,Defendant,707
2008-02,Bankruptcy,Defendant,708
2008-03,Bankruptcy,Defendant,711
2008-04,Bankruptcy,Defendant,696
2008-05,Bankruptcy,Defendant,683
2008-06,Bankruptcy,Defendant,681
2008-07,Bankruptcy,Defendant,677
2008-08,Bankruptcy,Defendant,672
2008-09,Bankruptcy,Defendant,649
2008-10,Bankruptcy,Defendant,641
2008-11,Bankruptcy,Defendant,656
2008-12,Bankruptcy,Defendant,663
2009-01,Bankruptcy,Defendant,673
2009-02,Bankruptcy,Defendant,658
2009-03,Bankruptcy,Defendant,634
2009-04,Bankruptcy,Defendant,624
2009-05,Bankruptcy,Defendant,616
2009-06,Bankruptcy,Defendant,608
2009-07,Bankruptcy,Defendant,597
2009-08,Bankruptcy,Defendant,589
2009-09,Bankruptcy,Defendant,586
2009-10,Bankruptcy,Defendant,589
2009-11,Bankruptcy,Defendant,576
2009-12,Bankruptcy,Defendant,570
2010-01,Bankruptcy,Defendant,564
2010-02,Bankruptcy,Defendant,572
2010-03,Bankruptcy,Defendant,550
2010-04,Bankruptcy,Defendant,562
2010-05,Bankruptcy,Defendant,584
2010-06,Bankruptcy,Defendant,610
2010-07,Bankruptcy,Defendant,621
2010-08,Bankruptcy,Defendant,618
2010-09,Bankruptcy,Defendant,631
2010-10,Bankruptcy,Defendant,638
2010-11,Bankruptcy,Defendant,639
2010-12,Bankruptcy,Defendant,661
2011-01,Bankruptcy,Defendant,658
2011-02,Bankruptcy,Defendant,656
2011-03,Bankruptcy,Defendant,637
2011-04,Bankruptcy,Defendant,653
2011-05,Bankruptcy,Defendant,659
2011-06,Bankruptcy,Defendant,695
2011-07,Bankruptcy,Defendant,673
2011-08,Bankruptcy,Defendant,666
2011-09,Bankruptcy,Defendant,680
2011-10,Bankruptcy,Defendant,684
2011-11,Bankruptcy,Defendant,684
2011-12,Bankruptcy,Defendant,666
2012-01,Bankruptcy,Defendant,679
2012-02,Bankruptcy,Defendant,687
2012-03,Bankruptcy,Defendant,692
2012-04,Bankruptcy,Defendant,688
2012-05,Bankruptcy,Defendant,697
2012-06,Bankruptcy,Defendant,685
2012-07,Bankruptcy,Defendant,670
2012-08,Bankruptcy,Defendant,661
2012-09,Bankruptcy,Defendant,674
2012-10,Bankruptcy,Defendant,689
2012-11,Bankruptcy,Defendant,695
2012-12,Bankruptcy,Defendant,688
2013-01,Bankruptcy,Defendant,676
2013-02,Bankruptcy,Defendant,671
2013-03,Bankruptcy,Defendant,668
2013-04,Bankruptcy,Defendant,676
2013-05,Bankruptcy,Defendant,690
2013-06,Bankruptcy,Defendant,692
2013-07,Bankruptcy,Defendant,713
2013-08,Bankruptcy,Defendant,714
2013-09,Bankruptcy,Defendant,714
2013-10,Bankruptcy,Defendant,737
2013-11,Bankruptcy,Defendant,714
2013-12,Bankruptcy,Defendant,696
2014-01,Bankruptcy,Defendant,693
2014-02,Bankruptcy,Defendant,730
2014-03,Bankruptcy,Defendant,697
