ym,category,role,cases_pending
2017-07,Bankruptcy,Plaintiff,92
2017-08,Bankruptcy,Plaintiff,98
2017-09,Bankruptcy,Plaintiff,93
2017-10,Bankruptcy,Plaintiff,94
2017-11,Bankruptcy,Plaintiff,94
2017-12,Bankruptcy,Plaintiff,94
2018-01,Bankruptcy,Plaintiff,86
2018-02,Bankruptcy,Plaintiff,84
2018-03,Bankruptcy,Plaintiff,76
2018-04,Bankruptcy,Plaintiff,78
2018-05,Bankruptcy,Plaintiff,76
2018-06,Bankruptcy,Plaintiff,73
2018-07,Bankruptcy,Plaintiff,76
2018-08,Bankruptcy,Plaintiff,71
2018-09,Bankruptcy,Plaintiff,67
2018-10,Bankruptcy,Plaintiff,61
2018-11,Bankruptcy,Plaintiff,63
2018-12,Bankruptcy,Plaintiff,69
2019-01,Bankruptcy,Plaintiff,71
2019-02,Bankruptcy,Plaintiff,77
2019-03,Bankruptcy,Plaintiff,78
2019-04,Bankruptcy,Plaintiff,78
2019-05,Bankruptcy,Plaintiff,81
2019-06,Bankruptcy,Plaintiff,84
2019-07,Bankruptcy,Plaintiff,87
2019-08,Bankruptcy,Plaintiff,83
2019-09,Bankruptcy,Plaintiff,83
2019-10,Bankruptcy,Plaintiff,80
2019-11,Bankruptcy,Plaintiff,78
2019-12,Bankruptcy,Plaintiff,76
2020-01,Bankruptcy,Plaintiff,76
2020-02,Bankruptcy,Plaintiff,76
2020-03,Bankruptcy,Plaintiff,72
2020-04,Bankruptcy,Plaintiff,73
2020-05,Bankruptcy,Plaintiff,72
2020-06,Bankruptcy,Plaintiff,71
2020-07,Bankruptcy,Plaintiff,73
2020-08,Bankruptcy,Plaintiff,69
2020-09,Bankruptcy,Plaintiff,66
2020-10,Bankruptcy,Plaintiff,62
2020-11,Bankruptcy,Plaintiff,61
2020-12,Bankruptcy,Plaintiff,61
2021-01,Bankruptcy,Plaintiff,60
2021-02,Bankruptcy,Plaintiff,56
2021-03,Bankruptcy,Plaintiff,48
2021-04,Bankruptcy,Plaintiff,46
2021-05,Bankruptcy,Plaintiff,46
2021-06,Bankruptcy,Plaintiff,42
2021-07,Bankruptcy,Plaintiff,44
2021-08,Bankruptcy,Plaintiff,45
2021-09,Bankruptcy,Plaintiff,45
2021-10,Bankruptcy,Plaintiff,43
2021-11,Bankruptcy,Plaintiff,46
2021-12,Bankruptcy,Plaintiff,46
2022-01,Bankruptcy,Plaintiff,43
2022-02,Bankruptcy,Plaintiff,42
2022-03,Bankruptcy,Plaintiff,38
2022-04,Bankruptcy,Plaintiff,39
2022-05,Bankruptcy,Plaintiff,39
2022-06,Bankruptcy,Plaintiff,38
2022-07,Bankruptcy,Plaintiff,38
2022-08,Bankruptcy,Plaintiff,35
2022-09,Bankruptcy,Plaintiff,35
2022-10,Bankruptcy,Plaintiff,35
2022-11,Bankruptcy,Plaintiff,36
2022-12,Bankruptcy,Plaintiff,36
2023-01,Bankruptcy,Plaintiff,39
2023-02,Bankruptcy,Plaintiff,40
2023-03,Bankruptcy,Plaintiff,41
2023-04,Bankruptcy,Plaintiff,40
2023-05,Bankruptcy,Plaintiff,40
2023-06,Bankruptcy,Plaintiff,42
2023-07,Bankruptcy,Plaintiff,46
2023-08,Bankruptcy,Plaintiff,48
2023-09,Bankruptcy,Plaintiff,54
2023-10,Bankruptcy,Plaintiff,55
2023-11,Bankruptcy,Plaintiff,53
2023-12,Bankruptcy,Plaintiff,54
2024-01,Bankruptcy,Plaintiff,54
2024-02,Bankruptcy,Plaintiff,55
2024-03,Bankruptcy,Plaintiff,53
2024-04,Bankruptcy,Plaintiff,51
2024-05,Bankruptcy,Plaintiff,55
2024-06,Bankruptcy,Plaintiff,51
2024-07,Bankruptcy,Plaintiff,54
2024-08,Bankruptcy,Plaintiff,53
2024-09,Bankruptcy,Plaintiff,52
2024-10,Bankruptcy,Plaintiff,58
2024-11,Bankruptcy,Plaintiff,56
2024-12,Bankruptcy,Plaintiff,63
2025-01,Bankruptcy,Plaintiff,59
2025-02,Bankruptcy,Plaintiff,57
2025-03,Bankruptcy,Plaintiff,54
2025-04,Bankruptcy,Plaintiff,54
2025-05,Bankruptcy,Plaintiff,52
2025-06,Bankruptcy,Plaintiff,54
2025-07,Bankruptcy,Plaintiff,56
2025-08,Bankruptcy,Plaintiff,53
2025-09,Bankruptcy,Plaintiff,54
2025-10,Bankruptcy,Plaintiff,54
2025-11,Bankruptcy,Plaintiff,53
2025-12,Bankruptcy,Plaintiff,55
2026-01,Bankruptcy,Plaintiff,55
2026-02,Bankruptcy,Plaintiff,54
2026-03,Bankruptcy,Plaintiff,49
2026-04,Bankruptcy,Plaintiff,52
2026-05,Bankruptcy,Plaintiff,51
2026-06,Bankruptcy,Plaintiff,52
2026-07,Bankruptcy,Plaintiff,48
1994-10,Civil Rights,Plaintiff,298
1994-11,Civil Rights,Plaintiff,299
1994-12,Civil Rights,Plaintiff,297
1995-01,Civil Rights,Plaintiff,296
1995-02,Civil Rights,Plaintiff,288
1995-03,Civil Rights,Plaintiff,290
1995-04,Civil Rights,Plaintiff,304
1995-05,Civil Rights,Plaintiff,308
1995-06,Civil Rights,Plaintiff,318
1995-07,Civil Rights,Plaintiff,312
1995-08,Civil Rights,Plaintiff,310
1995-09,Civil Rights,Plaintiff,303
1995-10,Civil Rights,Plaintiff,303
1995-11,Civil Rights,Plaintiff,306
1995-12,Civil Rights,Plaintiff,299
1996-01,Civil Rights,Plaintiff,297
1996-02,Civil Rights,Plaintiff,292
1996-03,Civil Rights,Plaintiff,284
1996-04,Civil Rights,Plaintiff,286
1996-05,Civil Rights,Plaintiff,275
1996-06,Civil Rights,Plaintiff,275
1996-07,Civil Rights,Plaintiff,272
1996-08,Civil Rights,Plaintiff,270
1996-09,Civil Rights,Plaintiff,273
1996-10,Civil Rights,Plaintiff,270
1996-11,Civil Rights,Plaintiff,269
1996-12,Civil Rights,Plaintiff,270
1997-01,Civil Rights,Plaintiff,264
1997-02,Civil Rights,Plaintiff,259
1997-03,Civil Rights,Plaintiff,257
1997-04,Civil Rights,Plaintiff,251
1997-05,Civil Rights,Plaintiff,245
1997-06,Civil Rights,Plaintiff,249
1997-07,Civil Rights,Plaintiff,239
1997-08,Civil Rights,Plaintiff,224
1997-09,Civil Rights,Plaintiff,225
1997-10,Civil Rights,Plaintiff,228
1997-11,Civil Rights,Plaintiff,225
1997-12,Civil Rights,Plaintiff,225
1998-01,Civil Rights,Plaintiff,218
1998-02,Civil Rights,Plaintiff,223
1998-03,Civil Rights,Plaintiff,221
1998-04,Civil Rights,Plaintiff,222
1998-05,Civil Rights,Plaintiff,220
1998-06,Civil Rights,Plaintiff,210
1998-07,Civil Rights,Plaintiff,211
1998-08,Civil Rights,Plaintiff,213
1998-09,Civil Rights,Plaintiff,222
1998-10,Civil Rights,Plaintiff,224
1998-11,Civil Rights,Plaintiff,227
1998-12,Civil Rights,Plaintiff,226
1999-01,Civil Rights,Plaintiff,227
1999-02,Civil Rights,Plaintiff,217
1999-03,Civil Rights,Plaintiff,219
1999-04,Civil Rights,Plaintiff,211
1999-05,Civil Rights,Plaintiff,210
1999-06,Civil Rights,Plaintiff,208
1999-07,Civil Rights,Plaintiff,201
1999-08,Civil Rights,Plaintiff,202
1999-09,Civil Rights,Plaintiff,215
1999-10,Civil Rights,Plaintiff,211
1999-11,Civil Rights,Plaintiff,213
1999-12,Civil Rights,Plaintiff,216
2000-01,Civil Rights,Plaintiff,214
2000-02,Civil Rights,Plaintiff,209
2000-03,Civil Rights,Plaintiff,204
2000-04,Civil Rights,Plaintiff,204
2000-05,Civil Rights,Plaintiff,199
2000-06,Civil Rights,Plaintiff,200
2000-07,Civil Rights,Plaintiff,198
2000-08,Civil Rights,Plaintiff,190
2000-09,Civil Rights,Plaintiff,194
2000-10,Civil Rights,Plaintiff,185
2000-11,Civil Rights,Plaintiff,184
2000-12,Civil Rights,Plaintiff,187
2001-01,Civil Rights,Plaintiff,194
2001-02,Civil Rights,Plaintiff,190
2001-03,Civil Rights,Plaintiff,189
2001-04,Civil Rights,Plaintiff,195
2001-05,Civil Rights,Plaintiff,193
2001-06,Civil Rights,Plaintiff,198
2001-07,Civil Rights,Plaintiff,201
2001-08,Civil Rights,Plaintiff,198
2001-09,Civil Rights,Plaintiff,190
2001-10,Civil Rights,Plaintiff,185
2001-11,Civil Rights,Plaintiff,183
2001-12,Civil Rights,Plaintiff,176
2002-01,Civil Rights,Plaintiff,178
2002-02,Civil Rights,Plaintiff,175
2002-03,Civil Rights,Plaintiff,177
2002-04,Civil Rights,Plaintiff,178
2002-05,Civil Rights,Plaintiff,168
2002-06,Civil Rights,Plaintiff,177
2002-07,Civil Rights,Plaintiff,175
2002-08,Civil Rights,Plaintiff,175
2002-09,Civil Rights,Plaintiff,182
2002-10,Civil Rights,Plaintiff,179
2002-11,Civil Rights,Plaintiff,177
2002-12,Civil Rights,Plaintiff,180
2003-01,Civil Rights,Plaintiff,172
2003-02,Civil Rights,Plaintiff,169
2003-03,Civil Rights,Plaintiff,165
2003-04,Civil Rights,Plaintiff,165
2003-05,Civil Rights,Plaintiff,166
2003-06,Civil Rights,Plaintiff,160
2003-07,Civil Rights,Plaintiff,166
2003-08,Civil Rights,Plaintiff,166
2003-09,Civil Rights,Plaintiff,172
2003-10,Civil Rights,Plaintiff,171
2003-11,Civil Rights,Plaintiff,164
2003-12,Civil Rights,Plaintiff,158
2004-01,Civil Rights,Plaintiff,161
2004-02,Civil Rights,Plaintiff,155
2004-03,Civil Rights,Plaintiff,150
2004-04,Civil Rights,Plaintiff,147
2004-05,Civil Rights,Plaintiff,144
2004-06,Civil Rights,Plaintiff,151
2004-07,Civil Rights,Plaintiff,154
2004-08,Civil Rights,Plaintiff,149
2004-09,Civil Rights,Plaintiff,159
2004-10,Civil Rights,Plaintiff,150
2004-11,Civil Rights,Plaintiff,154
2004-12,Civil Rights,Plaintiff,156
2005-01,Civil Rights,Plaintiff,159
2005-02,Civil Rights,Plaintiff,160
2005-03,Civil Rights,Plaintiff,163
2005-04,Civil Rights,Plaintiff,159
2005-05,Civil Rights,Plaintiff,160
2005-06,Civil Rights,Plaintiff,163
2005-07,Civil Rights,Plaintiff,163
2005-08,Civil Rights,Plaintiff,158
2005-09,Civil Rights,Plaintiff,168
2005-10,Civil Rights,Plaintiff,168
2005-11,Civil Rights,Plaintiff,167
2005-12,Civil Rights,Plaintiff,164
2006-01,Civil Rights,Plaintiff,162
2006-02,Civil Rights,Plaintiff,166
2006-03,Civil Rights,Plaintiff,173
2006-04,Civil Rights,Plaintiff,170
2006-05,Civil Rights,Plaintiff,170
2006-06,Civil Rights,Plaintiff,171
2006-07,Civil Rights,Plaintiff,170
2006-08,Civil Rights,Plaintiff,164
2006-09,Civil Rights,Plaintiff,155
2006-10,Civil Rights,Plaintiff,156
2006-11,Civil Rights,Plaintiff,155
2006-12,Civil Rights,Plaintiff,156
2007-01,Civil Rights,Plaintiff,151
2007-02,Civil Rights,Plaintiff,148
2007-03,Civil Rights,Plaintiff,146
2007-04,Civil Rights,Plaintiff,144
2007-05,Civil Rights,Plaintiff,142
2007-06,Civil Rights,Plaintiff,140
2007-07,Civil Rights,Plaintiff,145
2007-08,Civil Rights,Plaintiff,148
2007-09,Civil Rights,Plaintiff,156
2007-10,Civil Rights,Plaintiff,152
2007-11,Civil Rights,Plaintiff,153
2007-12,Civil Rights,Plaintiff,151
2008-01,Civil Rights,Plaintiff,150
2008-02,Civil Rights,Plaintiff,150
2008-03,Civil Rights,Plaintiff,145
2008-04,Civil Rights,Plaintiff,142
2008-05,Civil Rights,Plaintiff,142
2008-06,Civil Rights,Plaintiff,144
2008-07,Civil Rights,Plaintiff,149
2008-08,Civil Rights,Plaintiff,154
2008-09,Civil Rights,Plaintiff,163
2008-10,Civil Rights,Plaintiff,162
2008-11,Civil Rights,Plaintiff,166
2008-12,Civil Rights,Plaintiff,167
2009-01,Civil Rights,Plaintiff,173
2009-02,Civil Rights,Plaintiff,173
2009-03,Civil Rights,Plaintiff,178
2009-04,Civil Rights,Plaintiff,175
2009-05,Civil Rights,Plaintiff,179
2009-06,Civil Rights,Plaintiff,178
2009-07,Civil Rights,Plaintiff,174
2009-08,Civil Rights,Plaintiff,168
2009-09,Civil Rights,Plaintiff,188
2009-10,Civil Rights,Plaintiff,183
2009-11,Civil Rights,Plaintiff,183
2009-12,Civil Rights,Plaintiff,181
2010-01,Civil Rights,Plaintiff,181
2010-02,Civil Rights,Plaintiff,179
2010-03,Civil Rights,Plaintiff,169
2010-04,Civil Rights,Plaintiff,167
2010-05,Civil Rights,Plaintiff,163
2010-06,Civil Rights,Plaintiff,157
2010-07,Civil Rights,Plaintiff,161
2010-08,Civil Rights,Plaintiff,162
2010-09,Civil Rights,Plaintiff,173
2010-10,Civil Rights,Plaintiff,174
2010-11,Civil Rights,Plaintiff,169
2010-12,Civil Rights,Plaintiff,172
2011-01,Civil Rights,Plaintiff,165
2011-02,Civil Rights,Plaintiff,162
2011-03,Civil Rights,Plaintiff,159
2011-04,Civil Rights,Plaintiff,162
2011-05,Civil Rights,Plaintiff,162
2011-06,Civil Rights,Plaintiff,163
2011-07,Civil Rights,Plaintiff,159
2011-08,Civil Rights,Plaintiff,160
2011-09,Civil Rights,Plaintiff,173
2011-10,Civil Rights,Plaintiff,175
2011-11,Civil Rights,Plaintiff,175
2011-12,Civil Rights,Plaintiff,177
2012-01,Civil Rights,Plaintiff,174
2012-02,Civil Rights,Plaintiff,176
2012-03,Civil Rights,Plaintiff,169
2012-04,Civil Rights,Plaintiff,169
2012-05,Civil Rights,Plaintiff,171
2012-06,Civil Rights,Plaintiff,174
2012-07,Civil Rights,Plaintiff,178
2012-08,Civil Rights,Plaintiff,179
2012-09,Civil Rights,Plaintiff,180
2012-10,Civil Rights,Plaintiff,180
2012-11,Civil Rights,Plaintiff,182
2012-12,Civil Rights,Plaintiff,181
2013-01,Civil Rights,Plaintiff,182
2013-02,Civil Rights,Plaintiff,180
2013-03,Civil Rights,Plaintiff,176
2013-04,Civil Rights,Plaintiff,172
2013-05,Civil Rights,Plaintiff,172
2013-06,Civil Rights,Plaintiff,176
2013-07,Civil Rights,Plaintiff,176
2013-08,Civil Rights,Plaintiff,177
2013-09,Civil Rights,Plaintiff,182
2013-10,Civil Rights,Plaintiff,185
2013-11,Civil Rights,Plaintiff,190
2013-12,Civil Rights,Plaintiff,189
2014-01,Civil Rights,Plaintiff,184
2014-02,Civil Rights,Plaintiff,180
2014-03,Civil Rights,Plaintiff,177
2014-04,Civil Rights,Plaintiff,177
2014-05,Civil Rights,Plaintiff,176
2014-06,Civil Rights,Plaintiff,175
2014-07,Civil Rights,Plaintiff,172
2014-08,Civil Rights,Plaintiff,170
2014-09,Civil Rights,Plaintiff,172
2014-10,Civil Rights,Plaintiff,171
2014-11,Civil Rights,Plaintiff,168
2014-12,Civil Rights,Plaintiff,167
2015-01,Civil Rights,Plaintiff,167
2015-02,Civil Rights,Plaintiff,160
2015-03,Civil Rights,Plaintiff,156
2015-04,Civil Rights,Plaintiff,153
2015-05,Civil Rights,Plaintiff,158
2015-06,Civil Rights,Plaintiff,156
2015-07,Civil Rights,Plaintiff,154
2015-08,Civil Rights,Plaintiff,152
2015-09,Civil Rights,Plaintiff,155
2015-10,Civil Rights,Plaintiff,152
2015-11,Civil Rights,Plaintiff,151
2015-12,Civil Rights,Plaintiff,150
2016-01,Civil Rights,Plaintiff,153
2016-02,Civil Rights,Plaintiff,154
2016-03,Civil Rights,Plaintiff,150
2016-04,Civil Rights,Plaintiff,156
2016-05,Civil Rights,Plaintiff,152
2016-06,Civil Rights,Plaintiff,148
2016-07,Civil Rights,Plaintiff,145
2016-08,Civil Rights,Plaintiff,143
2016-09,Civil Rights,Plaintiff,151
2016-10,Civil Rights,Plaintiff,148
2016-11,Civil Rights,Plaintiff,148
2016-12,Civil Rights,Plaintiff,152
2017-01,Civil Rights,Plaintiff,155
2017-02,Civil Rights,Plaintiff,155
2017-03,Civil Rights,Plaintiff,149
2017-04,Civil Rights,Plaintiff,149
2017-05,Civil Rights,Plaintiff,147
2017-06,Civil Rights,Plaintiff,146
2017-07,Civil Rights,Plaintiff,144
2017-08,Civil Rights,Plaintiff,137
2017-09,Civil Rights,Plaintiff,138
2017-10,Civil Rights,Plaintiff,136
2017-11,Civil Rights,Plaintiff,134
2017-12,Civil Rights,Plaintiff,132
2018-01,Civil Rights,Plaintiff,133
2018-02,Civil Rights,Plaintiff,132
2018-03,Civil Rights,Plaintiff,129
2018-04,Civil Rights,Plaintiff,126
2018-05,Civil Rights,Plaintiff,122
2018-06,Civil Rights,Plaintiff,121
2018-07,Civil Rights,Plaintiff,121
2018-08,Civil Rights,Plaintiff,118
2018-09,Civil Rights,Plaintiff,119
2018-10,Civil Rights,Plaintiff,121
2018-11,Civil Rights,Plaintiff,120
2018-12,Civil Rights,Plaintiff,120
2019-01,Civil Rights,Plaintiff,119
2019-02,Civil Rights,Plaintiff,119
2019-03,Civil Rights,Plaintiff,116
2019-04,Civil Rights,Plaintiff,113
2019-05,Civil Rights,Plaintiff,115
2019-06,Civil Rights,Plaintiff,115
2019-07,Civil Rights,Plaintiff,114
2019-08,Civil Rights,Plaintiff,112
2019-09,Civil Rights,Plaintiff,113
2019-10,Civil Rights,Plaintiff,113
2019-11,Civil Rights,Plaintiff,110
2019-12,Civil Rights,Plaintiff,110
2020-01,Civil Rights,Plaintiff,111
2020-02,Civil Rights,Plaintiff,112
2020-03,Civil Rights,Plaintiff,111
2020-04,Civil Rights,Plaintiff,114
2020-05,Civil Rights,Plaintiff,118
2020-06,Civil Rights,Plaintiff,113
2020-07,Civil Rights,Plaintiff,115
2020-08,Civil Rights,Plaintiff,112
2020-09,Civil Rights,Plaintiff,114
2020-10,Civil Rights,Plaintiff,114
2020-11,Civil Rights,Plaintiff,115
2020-12,Civil Rights,Plaintiff,116
2021-01,Civil Rights,Plaintiff,122
2021-02,Civil Rights,Plaintiff,121
2021-03,Civil Rights,Plaintiff,117
2021-04,Civil Rights,Plaintiff,119
2021-05,Civil Rights,Plaintiff,119
2021-06,Civil Rights,Plaintiff,121
2021-07,Civil Rights,Plaintiff,121
2021-08,Civil Rights,Plaintiff,120
2021-09,Civil Rights,Plaintiff,120
2021-10,Civil Rights,Plaintiff,115
2021-11,Civil Rights,Plaintiff,115
2021-12,Civil Rights,Plaintiff,114
2022-01,Civil Rights,Plaintiff,115
2022-02,Civil Rights,Plaintiff,113
2022-03,Civil Rights,Plaintiff,110
2022-04,Civil Rights,Plaintiff,113
2022-05,Civil Rights,Plaintiff,109
2022-06,Civil Rights,Plaintiff,108
2022-07,Civil Rights,Plaintiff,105
2022-08,Civil Rights,Plaintiff,104
2022-09,Civil Rights,Plaintiff,100
2022-10,Civil Rights,Plaintiff,99
2022-11,Civil Rights,Plaintiff,94
2022-12,Civil Rights,Plaintiff,93
2023-01,Civil Rights,Plaintiff,94
2023-02,Civil Rights,Plaintiff,93
2023-03,Civil Rights,Plaintiff,96
2023-04,Civil Rights,Plaintiff,96
2023-05,Civil Rights,Plaintiff,102
2023-06,Civil Rights,Plaintiff,99
2023-07,Civil Rights,Plaintiff,101
2023-08,Civil Rights,Plaintiff,100
2023-09,Civil Rights,Plaintiff,98
2023-10,Civil Rights,Plaintiff,97
2023-11,Civil Rights,Plaintiff,101
2023-12,Civil Rights,Plaintiff,102
2024-01,Civil Rights,Plaintiff,102
2024-02,Civil Rights,Plaintiff,97
2024-03,Civil Rights,Plaintiff,99
2024-04,Civil Rights,Plaintiff,102
2024-05,Civil Rights,Plaintiff,105
2024-06,Civil Rights,Plaintiff,107
2024-07,Civil Rights,Plaintiff,109
2024-08,Civil Rights,Plaintiff,109
2024-09,Civil Rights,Plaintiff,107
2024-10,Civil Rights,Plaintiff,114
2024-11,Civil Rights,Plaintiff,115
2024-12,Civil Rights,Plaintiff,120
2025-01,Civil Rights,Plaintiff,121
2025-02,Civil Rights,Plaintiff,114
2025-03,Civil Rights,Plaintiff,108
2025-04,Civil Rights,Plaintiff,108
2025-05,Civil Rights,Plaintiff,106
2025-06,Civil Rights,Plaintiff,104
2025-07,Civil Rights,Plaintiff,100
2025-08,Civil Rights,Plaintiff,95
2025-09,Civil Rights,Plaintiff,98
2025-10,Civil Rights,Plaintiff,97
2025-11,Civil Rights,Plaintiff,96
2025-12,Civil Rights,Plaintiff,100
2026-01,Civil Rights,Plaintiff,101
2026-02,Civil Rights,Plaintiff,102
2026-03,Civil Rights,Plaintiff,101
2026-04,Civil Rights,Plaintiff,104
2026-05,Civil Rights,Plaintiff,104
2026-06,Civil Rights,Plaintiff,104
2026-07,Civil Rights,Plaintiff,106
1994-10,Commercial Litigation,Plaintiff,10836
1994-11,Commercial Litigation,Plaintiff,10739
1994-12,Commercial Litigation,Plaintiff,10624
1995-01,Commercial Litigation,Plaintiff,10546
1995-02,Commercial Litigation,Plaintiff,10388
1995-03,Commercial Litigation,Plaintiff,10533
1995-04,Commercial Litigation,Plaintiff,10518
1995-05,Commercial Litigation,Plaintiff,10551
1995-06,Commercial Litigation,Plaintiff,10478
1995-07,Commercial Litigation,Plaintiff,10494
1995-08,Commercial Litigation,Plaintiff,10416
1995-09,Commercial Litigation,Plaintiff,10214
1995-10,Commercial Litigation,Plaintiff,10223
1995-11,Commercial Litigation,Plaintiff,10123
1995-12,Commercial Litigation,Plaintiff,10118
1996-01,Commercial Litigation,Plaintiff,9958
1996-02,Commercial Litigation,Plaintiff,9945
1996-03,Commercial Litigation,Plaintiff,9859
1996-04,Commercial Litigation,Plaintiff,9821
1996-05,Commercial Litigation,Plaintiff,9728
1996-06,Commercial Litigation,Plaintiff,9544
1996-07,Commercial Litigation,Plaintiff,9447
1996-08,Commercial Litigation,Plaintiff,9317
1996-09,Commercial Litigation,Plaintiff,8949
1996-10,Commercial Litigation,Plaintiff,8811
1996-11,Commercial Litigation,Plaintiff,8718
1996-12,Commercial Litigation,Plaintiff,8681
1997-01,Commercial Litigation,Plaintiff,8560
1997-02,Commercial Litigation,Plaintiff,8354
1997-03,Commercial Litigation,Plaintiff,8238
1997-04,Commercial Litigation,Plaintiff,8037
1997-05,Commercial Litigation,Plaintiff,7905
1997-06,Commercial Litigation,Plaintiff,7672
1997-07,Commercial Litigation,Plaintiff,7491
1997-08,Commercial Litigation,Plaintiff,7344
1997-09,Commercial Litigation,Plaintiff,7242
1997-10,Commercial Litigation,Plaintiff,6990
1997-11,Commercial Litigation,Plaintiff,6836
1997-12,Commercial Litigation,Plaintiff,6736
1998-01,Commercial Litigation,Plaintiff,6579
1998-02,Commercial Litigation,Plaintiff,6459
1998-03,Commercial Litigation,Plaintiff,6354
1998-04,Commercial Litigation,Plaintiff,6265
1998-05,Commercial Litigation,Plaintiff,6187
1998-06,Commercial Litigation,Plaintiff,6064
1998-07,Commercial Litigation,Plaintiff,5839
1998-08,Commercial Litigation,Plaintiff,5466
1998-09,Commercial Litigation,Plaintiff,5060
1998-10,Commercial Litigation,Plaintiff,4917
1998-11,Commercial Litigation,Plaintiff,4821
1998-12,Commercial Litigation,Plaintiff,4737
1999-01,Commercial Litigation,Plaintiff,4600
1999-02,Commercial Litigation,Plaintiff,4529
1999-03,Commercial Litigation,Plaintiff,4391
1999-04,Commercial Litigation,Plaintiff,4263
1999-05,Commercial Litigation,Plaintiff,4188
1999-06,Commercial Litigation,Plaintiff,4086
1999-07,Commercial Litigation,Plaintiff,3977
1999-08,Commercial Litigation,Plaintiff,3873
1999-09,Commercial Litigation,Plaintiff,3881
1999-10,Commercial Litigation,Plaintiff,3920
1999-11,Commercial Litigation,Plaintiff,3941
1999-12,Commercial Litigation,Plaintiff,3850
2000-01,Commercial Litigation,Plaintiff,3832
2000-02,Commercial Litigation,Plaintiff,3859
2000-03,Commercial Litigation,Plaintiff,3817
2000-04,Commercial Litigation,Plaintiff,3798
2000-05,Commercial Litigation,Plaintiff,3792
2000-06,Commercial Litigation,Plaintiff,3890
2000-07,Commercial Litigation,Plaintiff,3904
2000-08,Commercial Litigation,Plaintiff,3808
2000-09,Commercial Litigation,Plaintiff,3684
2000-10,Commercial Litigation,Plaintiff,3628
2000-11,Commercial Litigation,Plaintiff,3600
2000-12,Commercial Litigation,Plaintiff,3542
2001-01,Commercial Litigation,Plaintiff,3460
2001-02,Commercial Litigation,Plaintiff,3411
2001-03,Commercial Litigation,Plaintiff,3427
2001-04,Commercial Litigation,Plaintiff,3482
2001-05,Commercial Litigation,Plaintiff,3455
2001-06,Commercial Litigation,Plaintiff,3487
2001-07,Commercial Litigation,Plaintiff,3398
2001-08,Commercial Litigation,Plaintiff,3407
2001-09,Commercial Litigation,Plaintiff,3359
2001-10,Commercial Litigation,Plaintiff,3413
2001-11,Commercial Litigation,Plaintiff,3418
2001-12,Commercial Litigation,Plaintiff,3433
2002-01,Commercial Litigation,Plaintiff,3411
2002-02,Commercial Litigation,Plaintiff,3524
2002-03,Commercial Litigation,Plaintiff,3587
2002-04,Commercial Litigation,Plaintiff,3678
2002-05,Commercial Litigation,Plaintiff,3635
2002-06,Commercial Litigation,Plaintiff,3686
2002-07,Commercial Litigation,Plaintiff,3674
2002-08,Commercial Litigation,Plaintiff,3659
2002-09,Commercial Litigation,Plaintiff,3611
2002-10,Commercial Litigation,Plaintiff,3506
2002-11,Commercial Litigation,Plaintiff,3536
2002-12,Commercial Litigation,Plaintiff,3490
2003-01,Commercial Litigation,Plaintiff,3403
2003-02,Commercial Litigation,Plaintiff,3438
2003-03,Commercial Litigation,Plaintiff,3441
2003-04,Commercial Litigation,Plaintiff,3429
2003-05,Commercial Litigation,Plaintiff,3516
2003-06,Commercial Litigation,Plaintiff,3492
2003-07,Commercial Litigation,Plaintiff,3495
2003-08,Commercial Litigation,Plaintiff,3518
2003-09,Commercial Litigation,Plaintiff,3455
2003-10,Commercial Litigation,Plaintiff,3470
2003-11,Commercial Litigation,Plaintiff,3474
2003-12,Commercial Litigation,Plaintiff,3378
2004-01,Commercial Litigation,Plaintiff,3325
2004-02,Commercial Litigation,Plaintiff,3355
2004-03,Commercial Litigation,Plaintiff,3306
2004-04,Commercial Litigation,Plaintiff,3365
2004-05,Commercial Litigation,Plaintiff,3391
2004-06,Commercial Litigation,Plaintiff,3309
2004-07,Commercial Litigation,Plaintiff,3372
2004-08,Commercial Litigation,Plaintiff,3344
2004-09,Commercial Litigation,Plaintiff,3296
2004-10,Commercial Litigation,Plaintiff,3321
2004-11,Commercial Litigation,Plaintiff,3292
2004-12,Commercial Litigation,Plaintiff,3258
2005-01,Commercial Litigation,Plaintiff,3193
2005-02,Commercial Litigation,Plaintiff,3138
2005-03,Commercial Litigation,Plaintiff,3061
2005-04,Commercial Litigation,Plaintiff,3034
2005-05,Commercial Litigation,Plaintiff,3061
2005-06,Commercial Litigation,Plaintiff,3053
2005-07,Commercial Litigation,Plaintiff,2993
2005-08,Commercial Litigation,Plaintiff,2989
2005-09,Commercial Litigation,Plaintiff,2982
2005-10,Commercial Litigation,Plaintiff,2992
2005-11,Commercial Litigation,Plaintiff,2937
2005-12,Commercial Litigation,Plaintiff,2847
2006-01,Commercial Litigation,Plaintiff,2768
2006-02,Commercial Litigation,Plaintiff,2747
2006-03,Commercial Litigation,Plaintiff,2758
2006-04,Commercial Litigation,Plaintiff,2795
2006-05,Commercial Litigation,Plaintiff,2826
2006-06,Commercial Litigation,Plaintiff,2796
2006-07,Commercial Litigation,Plaintiff,2757
2006-08,Commercial Litigation,Plaintiff,2714
2006-09,Commercial Litigation,Plaintiff,2646
2006-10,Commercial Litigation,Plaintiff,2599
2006-11,Commercial Litigation,Plaintiff,2591
2006-12,Commercial Litigation,Plaintiff,2580
2007-01,Commercial Litigation,Plaintiff,2528
