ym,category,reason,declined
2015-08,Drug Offenses,Matter Referred to Other Jurisdiction,23
2015-09,Drug Offenses,Matter Referred to Other Jurisdiction,29
2015-10,Drug Offenses,Matter Referred to Other Jurisdiction,40
2015-11,Drug Offenses,Matter Referred to Other Jurisdiction,34
2015-12,Drug Offenses,Matter Referred to Other Jurisdiction,17
2016-01,Drug Offenses,Matter Referred to Other Jurisdiction,26
2016-02,Drug Offenses,Matter Referred to Other Jurisdiction,44
2016-03,Drug Offenses,Matter Referred to Other Jurisdiction,78
2016-04,Drug Offenses,Matter Referred to Other Jurisdiction,28
2016-05,Drug Offenses,Matter Referred to Other Jurisdiction,29
2016-06,Drug Offenses,Matter Referred to Other Jurisdiction,21
2016-07,Drug Offenses,Matter Referred to Other Jurisdiction,27
2016-08,Drug Offenses,Matter Referred to Other Jurisdiction,28
2016-09,Drug Offenses,Matter Referred to Other Jurisdiction,67
2016-10,Drug Offenses,Matter Referred to Other Jurisdiction,21
2016-11,Drug Offenses,Matter Referred to Other Jurisdiction,29
2016-12,Drug Offenses,Matter Referred to Other Jurisdiction,32
2017-01,Drug Offenses,Matter Referred to Other Jurisdiction,19
2017-02,Drug Offenses,Matter Referred to Other Jurisdiction,23
2017-03,Drug Offenses,Matter Referred to Other Jurisdiction,54
2017-04,Drug Offenses,Matter Referred to Other Jurisdiction,29
2017-05,Drug Offenses,Matter Referred to Other Jurisdiction,25
2017-06,Drug Offenses,Matter Referred to Other Jurisdiction,40
2017-07,Drug Offenses,Matter Referred to Other Jurisdiction,29
2017-08,Drug Offenses,Matter Referred to Other Jurisdiction,29
2017-09,Drug Offenses,Matter Referred to Other Jurisdiction,38
2017-10,Drug Offenses,Matter Referred to Other Jurisdiction,23
2017-11,Drug Offenses,Matter Referred to Other Jurisdiction,16
2017-12,Drug Offenses,Matter Referred to Other Jurisdiction,25
2018-01,Drug Offenses,Matter Referred to Other Jurisdiction,26
2018-02,Drug Offenses,Matter Referred to Other Jurisdiction,25
2018-03,Drug Offenses,Matter Referred to Other Jurisdiction,58
2018-04,Drug Offenses,Matter Referred to Other Jurisdiction,35
2018-05,Drug Offenses,Matter Referred to Other Jurisdiction,29
2018-06,Drug Offenses,Matter Referred to Other Jurisdiction,41
2018-07,Drug Offenses,Matter Referred to Other Jurisdiction,37
2018-08,Drug Offenses,Matter Referred to Other Jurisdiction,31
2018-09,Drug Offenses,Matter Referred to Other Jurisdiction,51
2018-10,Drug Offenses,Matter Referred to Other Jurisdiction,38
2018-11,Drug Offenses,Matter Referred to Other Jurisdiction,18
2018-12,Drug Offenses,Matter Referred to Other Jurisdiction,22
2019-01,Drug Offenses,Matter Referred to Other Jurisdiction,18
2019-02,Drug Offenses,Matter Referred to Other Jurisdiction,21
2019-03,Drug Offenses,Matter Referred to Other Jurisdiction,51
2019-04,Drug Offenses,Matter Referred to Other Jurisdiction,52
2019-05,Drug Offenses,Matter Referred to Other Jurisdiction,17
2019-06,Drug Offenses,Matter Referred to Other Jurisdiction,20
2019-07,Drug Offenses,Matter Referred to Other Jurisdiction,32
2019-08,Drug Offenses,Matter Referred to Other Jurisdiction,29
2019-09,Drug Offenses,Matter Referred to Other Jurisdiction,83
2019-10,Drug Offenses,Matter Referred to Other Jurisdiction,38
2019-11,Drug Offenses,Matter Referred to Other Jurisdiction,32
2019-12,Drug Offenses,Matter Referred to Other Jurisdiction,16
2020-01,Drug Offenses,Matter Referred to Other Jurisdiction,28
2020-02,Drug Offenses,Matter Referred to Other Jurisdiction,45
2020-03,Drug Offenses,Matter Referred to Other Jurisdiction,41
2020-04,Drug Offenses,Matter Referred to Other Jurisdiction,29
2020-05,Drug Offenses,Matter Referred to Other Jurisdiction,14
2020-06,Drug Offenses,Matter Referred to Other Jurisdiction,17
2020-07,Drug Offenses,Matter Referred to Other Jurisdiction,27
2020-08,Drug Offenses,Matter Referred to Other Jurisdiction,37
2020-09,Drug Offenses,Matter Referred to Other Jurisdiction,57
2020-10,Drug Offenses,Matter Referred to Other Jurisdiction,28
2020-11,Drug Offenses,Matter Referred to Other Jurisdiction,13
2020-12,Drug Offenses,Matter Referred to Other Jurisdiction,24
2021-01,Drug Offenses,Matter Referred to Other Jurisdiction,25
2021-02,Drug Offenses,Matter Referred to Other Jurisdiction,32
2021-03,Drug Offenses,Matter Referred to Other Jurisdiction,53
2021-04,Drug Offenses,Matter Referred to Other Jurisdiction,22
2021-05,Drug Offenses,Matter Referred to Other Jurisdiction,31
2021-06,Drug Offenses,Matter Referred to Other Jurisdiction,11
2021-07,Drug Offenses,Matter Referred to Other Jurisdiction,38
2021-08,Drug Offenses,Matter Referred to Other Jurisdiction,31
2021-09,Drug Offenses,Matter Referred to Other Jurisdiction,67
2021-10,Drug Offenses,Matter Referred to Other Jurisdiction,32
2021-11,Drug Offenses,Matter Referred to Other Jurisdiction,25
2021-12,Drug Offenses,Matter Referred to Other Jurisdiction,20
2022-01,Drug Offenses,Matter Referred to Other Jurisdiction,24
2022-02,Drug Offenses,Matter Referred to Other Jurisdiction,46
2022-03,Drug Offenses,Matter Referred to Other Jurisdiction,65
2022-04,Drug Offenses,Matter Referred to Other Jurisdiction,34
2022-05,Drug Offenses,Matter Referred to Other Jurisdiction,31
2022-06,Drug Offenses,Matter Referred to Other Jurisdiction,40
2022-07,Drug Offenses,Matter Referred to Other Jurisdiction,31
2022-08,Drug Offenses,Matter Referred to Other Jurisdiction,35
2022-09,Drug Offenses,Matter Referred to Other Jurisdiction,65
2022-10,Drug Offenses,Matter Referred to Other Jurisdiction,28
2022-11,Drug Offenses,Matter Referred to Other Jurisdiction,53
2022-12,Drug Offenses,Matter Referred to Other Jurisdiction,20
2023-01,Drug Offenses,Matter Referred to Other Jurisdiction,36
2023-02,Drug Offenses,Matter Referred to Other Jurisdiction,40
2023-03,Drug Offenses,Matter Referred to Other Jurisdiction,70
2023-04,Drug Offenses,Matter Referred to Other Jurisdiction,17
2023-05,Drug Offenses,Matter Referred to Other Jurisdiction,29
2023-06,Drug Offenses,Matter Referred to Other Jurisdiction,24
2023-07,Drug Offenses,Matter Referred to Other Jurisdiction,33
2023-08,Drug Offenses,Matter Referred to Other Jurisdiction,34
2023-09,Drug Offenses,Matter Referred to Other Jurisdiction,79
2023-10,Drug Offenses,Matter Referred to Other Jurisdiction,30
2023-11,Drug Offenses,Matter Referred to Other Jurisdiction,14
2023-12,Drug Offenses,Matter Referred to Other Jurisdiction,17
2024-01,Drug Offenses,Matter Referred to Other Jurisdiction,27
2024-02,Drug Offenses,Matter Referred to Other Jurisdiction,42
2024-03,Drug Offenses,Matter Referred to Other Jurisdiction,63
2024-04,Drug Offenses,Matter Referred to Other Jurisdiction,29
2024-05,Drug Offenses,Matter Referred to Other Jurisdiction,28
2024-06,Drug Offenses,Matter Referred to Other Jurisdiction,29
2024-07,Drug Offenses,Matter Referred to Other Jurisdiction,27
2024-08,Drug Offenses,Matter Referred to Other Jurisdiction,51
2024-09,Drug Offenses,Matter Referred to Other Jurisdiction,54
2024-10,Drug Offenses,Matter Referred to Other Jurisdiction,33
2024-11,Drug Offenses,Matter Referred to Other Jurisdiction,13
2024-12,Drug Offenses,Matter Referred to Other Jurisdiction,17
2025-01,Drug Offenses,Matter Referred to Other Jurisdiction,30
2025-02,Drug Offenses,Matter Referred to Other Jurisdiction,94
2025-03,Drug Offenses,Matter Referred to Other Jurisdiction,49
2025-04,Drug Offenses,Matter Referred to Other Jurisdiction,29
2025-05,Drug Offenses,Matter Referred to Other Jurisdiction,24
2025-06,Drug Offenses,Matter Referred to Other Jurisdiction,26
2025-07,Drug Offenses,Matter Referred to Other Jurisdiction,29
2025-08,Drug Offenses,Matter Referred to Other Jurisdiction,33
2025-09,Drug Offenses,Matter Referred to Other Jurisdiction,56
2025-10,Drug Offenses,Matter Referred to Other Jurisdiction,20
2025-11,Drug Offenses,Matter Referred to Other Jurisdiction,20
2025-12,Drug Offenses,Matter Referred to Other Jurisdiction,19
2026-01,Drug Offenses,Matter Referred to Other Jurisdiction,24
2026-02,Drug Offenses,Matter Referred to Other Jurisdiction,35
2026-03,Drug Offenses,Matter Referred to Other Jurisdiction,56
2026-04,Drug Offenses,Matter Referred to Other Jurisdiction,16
2026-05,Drug Offenses,Matter Referred to Other Jurisdiction,19
2026-06,Drug Offenses,Matter Referred to Other Jurisdiction,26
2026-07,Drug Offenses,Matter Referred to Other Jurisdiction,39
1994-10,Drug Offenses,Non-Prosecution Agreement,17
1994-11,Drug Offenses,Non-Prosecution Agreement,21
1994-12,Drug Offenses,Non-Prosecution Agreement,16
1995-01,Drug Offenses,Non-Prosecution Agreement,24
1995-02,Drug Offenses,Non-Prosecution Agreement,20
1995-03,Drug Offenses,Non-Prosecution Agreement,24
1995-04,Drug Offenses,Non-Prosecution Agreement,10
1995-05,Drug Offenses,Non-Prosecution Agreement,17
1995-06,Drug Offenses,Non-Prosecution Agreement,16
1995-07,Drug Offenses,Non-Prosecution Agreement,19
1995-08,Drug Offenses,Non-Prosecution Agreement,23
1995-09,Drug Offenses,Non-Prosecution Agreement,19
1995-10,Drug Offenses,Non-Prosecution Agreement,14
1995-11,Drug Offenses,Non-Prosecution Agreement,13
1995-12,Drug Offenses,Non-Prosecution Agreement,14
1996-01,Drug Offenses,Non-Prosecution Agreement,12
1996-02,Drug Offenses,Non-Prosecution Agreement,16
1996-03,Drug Offenses,Non-Prosecution Agreement,12
1996-04,Drug Offenses,Non-Prosecution Agreement,12
1996-05,Drug Offenses,Non-Prosecution Agreement,27
1996-06,Drug Offenses,Non-Prosecution Agreement,42
1996-07,Drug Offenses,Non-Prosecution Agreement,19
1996-08,Drug Offenses,Non-Prosecution Agreement,13
1996-09,Drug Offenses,Non-Prosecution Agreement,15
1996-10,Drug Offenses,Non-Prosecution Agreement,13
1996-11,Drug Offenses,Non-Prosecution Agreement,9
1996-12,Drug Offenses,Non-Prosecution Agreement,9
1997-01,Drug Offenses,Non-Prosecution Agreement,22
1997-02,Drug Offenses,Non-Prosecution Agreement,19
1997-03,Drug Offenses,Non-Prosecution Agreement,11
1997-04,Drug Offenses,Non-Prosecution Agreement,19
1997-05,Drug Offenses,Non-Prosecution Agreement,17
1997-06,Drug Offenses,Non-Prosecution Agreement,16
1997-07,Drug Offenses,Non-Prosecution Agreement,22
1997-08,Drug Offenses,Non-Prosecution Agreement,13
1997-09,Drug Offenses,Non-Prosecution Agreement,12
1997-10,Drug Offenses,Non-Prosecution Agreement,26
1997-11,Drug Offenses,Non-Prosecution Agreement,14
1997-12,Drug Offenses,Non-Prosecution Agreement,12
1998-01,Drug Offenses,Non-Prosecution Agreement,25
1998-02,Drug Offenses,Non-Prosecution Agreement,39
1998-03,Drug Offenses,Non-Prosecution Agreement,23
1998-04,Drug Offenses,Non-Prosecution Agreement,20
1998-05,Drug Offenses,Non-Prosecution Agreement,19
1998-06,Drug Offenses,Non-Prosecution Agreement,31
1998-07,Drug Offenses,Non-Prosecution Agreement,30
1998-08,Drug Offenses,Non-Prosecution Agreement,17
1998-09,Drug Offenses,Non-Prosecution Agreement,35
1998-10,Drug Offenses,Non-Prosecution Agreement,19
1998-11,Drug Offenses,Non-Prosecution Agreement,21
1998-12,Drug Offenses,Non-Prosecution Agreement,17
1999-01,Drug Offenses,Non-Prosecution Agreement,24
1999-02,Drug Offenses,Non-Prosecution Agreement,26
1999-03,Drug Offenses,Non-Prosecution Agreement,13
1999-04,Drug Offenses,Non-Prosecution Agreement,11
1999-05,Drug Offenses,Non-Prosecution Agreement,17
1999-06,Drug Offenses,Non-Prosecution Agreement,17
1999-07,Drug Offenses,Non-Prosecution Agreement,23
1999-08,Drug Offenses,Non-Prosecution Agreement,23
1999-09,Drug Offenses,Non-Prosecution Agreement,20
1999-10,Drug Offenses,Non-Prosecution Agreement,22
1999-11,Drug Offenses,Non-Prosecution Agreement,43
1999-12,Drug Offenses,Non-Prosecution Agreement,23
2000-01,Drug Offenses,Non-Prosecution Agreement,26
2000-02,Drug Offenses,Non-Prosecution Agreement,18
2000-03,Drug Offenses,Non-Prosecution Agreement,41
2000-04,Drug Offenses,Non-Prosecution Agreement,27
2000-05,Drug Offenses,Non-Prosecution Agreement,17
2000-06,Drug Offenses,Non-Prosecution Agreement,22
2000-07,Drug Offenses,Non-Prosecution Agreement,22
2000-08,Drug Offenses,Non-Prosecution Agreement,24
2000-09,Drug Offenses,Non-Prosecution Agreement,19
2000-10,Drug Offenses,Non-Prosecution Agreement,29
2000-11,Drug Offenses,Non-Prosecution Agreement,12
2000-12,Drug Offenses,Non-Prosecution Agreement,27
2001-01,Drug Offenses,Non-Prosecution Agreement,35
2001-02,Drug Offenses,Non-Prosecution Agreement,34
2001-03,Drug Offenses,Non-Prosecution Agreement,52
2001-04,Drug Offenses,Non-Prosecution Agreement,16
2001-05,Drug Offenses,Non-Prosecution Agreement,27
2001-06,Drug Offenses,Non-Prosecution Agreement,16
2001-07,Drug Offenses,Non-Prosecution Agreement,17
2001-08,Drug Offenses,Non-Prosecution Agreement,20
2001-09,Drug Offenses,Non-Prosecution Agreement,34
2001-10,Drug Offenses,Non-Prosecution Agreement,25
2001-11,Drug Offenses,Non-Prosecution Agreement,19
2001-12,Drug Offenses,Non-Prosecution Agreement,22
2002-01,Drug Offenses,Non-Prosecution Agreement,19
2002-02,Drug Offenses,Non-Prosecution Agreement,28
2002-03,Drug Offenses,Non-Prosecution Agreement,29
2002-04,Drug Offenses,Non-Prosecution Agreement,35
2002-05,Drug Offenses,Non-Prosecution Agreement,40
2002-06,Drug Offenses,Non-Prosecution Agreement,30
2002-07,Drug Offenses,Non-Prosecution Agreement,61
2002-08,Drug Offenses,Non-Prosecution Agreement,26
2002-09,Drug Offenses,Non-Prosecution Agreement,22
2002-10,Drug Offenses,Non-Prosecution Agreement,19
2002-11,Drug Offenses,Non-Prosecution Agreement,30
2002-12,Drug Offenses,Non-Prosecution Agreement,24
2003-01,Drug Offenses,Non-Prosecution Agreement,20
2003-02,Drug Offenses,Non-Prosecution Agreement,16
2003-03,Drug Offenses,Non-Prosecution Agreement,40
2003-04,Drug Offenses,Non-Prosecution Agreement,36
2003-05,Drug Offenses,Non-Prosecution Agreement,26
2003-06,Drug Offenses,Non-Prosecution Agreement,20
2003-07,Drug Offenses,Non-Prosecution Agreement,32
2003-08,Drug Offenses,Non-Prosecution Agreement,30
2003-09,Drug Offenses,Non-Prosecution Agreement,48
2003-10,Drug Offenses,Non-Prosecution Agreement,35
2003-11,Drug Offenses,Non-Prosecution Agreement,27
2003-12,Drug Offenses,Non-Prosecution Agreement,30
2004-01,Drug Offenses,Non-Prosecution Agreement,4
2004-02,Drug Offenses,Non-Prosecution Agreement,17
2004-03,Drug Offenses,Non-Prosecution Agreement,49
2004-04,Drug Offenses,Non-Prosecution Agreement,24
2004-05,Drug Offenses,Non-Prosecution Agreement,22
2004-06,Drug Offenses,Non-Prosecution Agreement,25
2004-07,Drug Offenses,Non-Prosecution Agreement,19
2004-08,Drug Offenses,Non-Prosecution Agreement,29
2004-09,Drug Offenses,Non-Prosecution Agreement,47
2004-10,Drug Offenses,Non-Prosecution Agreement,15
2004-11,Drug Offenses,Non-Prosecution Agreement,32
2004-12,Drug Offenses,Non-Prosecution Agreement,19
2005-01,Drug Offenses,Non-Prosecution Agreement,21
2005-02,Drug Offenses,Non-Prosecution Agreement,38
2005-03,Drug Offenses,Non-Prosecution Agreement,60
2005-04,Drug Offenses,Non-Prosecution Agreement,28
2005-05,Drug Offenses,Non-Prosecution Agreement,21
2005-06,Drug Offenses,Non-Prosecution Agreement,22
2005-07,Drug Offenses,Non-Prosecution Agreement,26
2005-08,Drug Offenses,Non-Prosecution Agreement,27
2005-09,Drug Offenses,Non-Prosecution Agreement,35
2005-10,Drug Offenses,Non-Prosecution Agreement,14
2005-11,Drug Offenses,Non-Prosecution Agreement,19
2005-12,Drug Offenses,Non-Prosecution Agreement,11
2006-01,Drug Offenses,Non-Prosecution Agreement,23
2006-02,Drug Offenses,Non-Prosecution Agreement,19
2006-03,Drug Offenses,Non-Prosecution Agreement,43
2006-04,Drug Offenses,Non-Prosecution Agreement,27
2006-05,Drug Offenses,Non-Prosecution Agreement,13
2006-06,Drug Offenses,Non-Prosecution Agreement,28
2006-07,Drug Offenses,Non-Prosecution Agreement,31
2006-08,Drug Offenses,Non-Prosecution Agreement,30
2006-09,Drug Offenses,Non-Prosecution Agreement,28
2006-10,Drug Offenses,Non-Prosecution Agreement,21
2006-11,Drug Offenses,Non-Prosecution Agreement,23
2006-12,Drug Offenses,Non-Prosecution Agreement,14
2007-01,Drug Offenses,Non-Prosecution Agreement,16
2007-02,Drug Offenses,Non-Prosecution Agreement,14
2007-03,Drug Offenses,Non-Prosecution Agreement,38
2007-04,Drug Offenses,Non-Prosecution Agreement,33
2007-05,Drug Offenses,Non-Prosecution Agreement,23
2007-06,Drug Offenses,Non-Prosecution Agreement,13
2007-07,Drug Offenses,Non-Prosecution Agreement,18
2007-08,Drug Offenses,Non-Prosecution Agreement,42
2007-09,Drug Offenses,Non-Prosecution Agreement,34
2007-10,Drug Offenses,Non-Prosecution Agreement,32
2007-11,Drug Offenses,Non-Prosecution Agreement,19
2007-12,Drug Offenses,Non-Prosecution Agreement,17
2008-01,Drug Offenses,Non-Prosecution Agreement,33
2008-02,Drug Offenses,Non-Prosecution Agreement,26
2008-03,Drug Offenses,Non-Prosecution Agreement,26
2008-04,Drug Offenses,Non-Prosecution Agreement,26
2008-05,Drug Offenses,Non-Prosecution Agreement,16
2008-06,Drug Offenses,Non-Prosecution Agreement,27
2008-07,Drug Offenses,Non-Prosecution Agreement,36
2008-08,Drug Offenses,Non-Prosecution Agreement,23
2008-09,Drug Offenses,Non-Prosecution Agreement,34
2008-10,Drug Offenses,Non-Prosecution Agreement,40
2008-11,Drug Offenses,Non-Prosecution Agreement,25
2008-12,Drug Offenses,Non-Prosecution Agreement,19
2009-01,Drug Offenses,Non-Prosecution Agreement,25
2009-02,Drug Offenses,Non-Prosecution Agreement,16
2009-03,Drug Offenses,Non-Prosecution Agreement,51
2009-04,Drug Offenses,Non-Prosecution Agreement,19
2009-05,Drug Offenses,Non-Prosecution Agreement,20
2009-06,Drug Offenses,Non-Prosecution Agreement,37
2009-07,Drug Offenses,Non-Prosecution Agreement,41
2009-08,Drug Offenses,Non-Prosecution Agreement,26
2009-09,Drug Offenses,Non-Prosecution Agreement,48
2009-10,Drug Offenses,Non-Prosecution Agreement,25
2009-11,Drug Offenses,Non-Prosecution Agreement,20
2009-12,Drug Offenses,Non-Prosecution Agreement,19
2010-01,Drug Offenses,Non-Prosecution Agreement,23
2010-02,Drug Offenses,Non-Prosecution Agreement,19
2010-03,Drug Offenses,Non-Prosecution Agreement,112
2010-04,Drug Offenses,Non-Prosecution Agreement,29
2010-05,Drug Offenses,Non-Prosecution Agreement,33
2010-06,Drug Offenses,Non-Prosecution Agreement,34
2010-07,Drug Offenses,Non-Prosecution Agreement,29
2010-08,Drug Offenses,Non-Prosecution Agreement,23
2010-09,Drug Offenses,Non-Prosecution Agreement,69
2010-10,Drug Offenses,Non-Prosecution Agreement,33
2010-11,Drug Offenses,Non-Prosecution Agreement,12
2010-12,Drug Offenses,Non-Prosecution Agreement,23
2011-01,Drug Offenses,Non-Prosecution Agreement,31
2011-02,Drug Offenses,Non-Prosecution Agreement,35
2011-03,Drug Offenses,Non-Prosecution Agreement,54
2011-04,Drug Offenses,Non-Prosecution Agreement,31
2011-05,Drug Offenses,Non-Prosecution Agreement,20
2011-06,Drug Offenses,Non-Prosecution Agreement,36
2011-07,Drug Offenses,Non-Prosecution Agreement,13
2011-08,Drug Offenses,Non-Prosecution Agreement,30
2011-09,Drug Offenses,Non-Prosecution Agreement,43
2011-10,Drug Offenses,Non-Prosecution Agreement,22
