ym,category,reason,declined
2003-05,Theft,Alternative to Federal Prosecution,10
2003-06,Theft,Alternative to Federal Prosecution,18
2003-07,Theft,Alternative to Federal Prosecution,4
2003-08,Theft,Alternative to Federal Prosecution,7
2003-09,Theft,Alternative to Federal Prosecution,8
2003-10,Theft,Alternative to Federal Prosecution,10
2003-11,Theft,Alternative to Federal Prosecution,5
2003-12,Theft,Alternative to Federal Prosecution,18
2004-01,Theft,Alternative to Federal Prosecution,9
2004-02,Theft,Alternative to Federal Prosecution,4
2004-03,Theft,Alternative to Federal Prosecution,12
2004-04,Theft,Alternative to Federal Prosecution,12
2004-05,Theft,Alternative to Federal Prosecution,9
2004-06,Theft,Alternative to Federal Prosecution,8
2004-07,Theft,Alternative to Federal Prosecution,8
2004-08,Theft,Alternative to Federal Prosecution,8
2004-09,Theft,Alternative to Federal Prosecution,8
2004-10,Theft,Alternative to Federal Prosecution,13
2004-11,Theft,Alternative to Federal Prosecution,7
2004-12,Theft,Alternative to Federal Prosecution,6
2005-01,Theft,Alternative to Federal Prosecution,5
2005-02,Theft,Alternative to Federal Prosecution,9
2005-03,Theft,Alternative to Federal Prosecution,5
2005-04,Theft,Alternative to Federal Prosecution,12
2005-05,Theft,Alternative to Federal Prosecution,10
2005-06,Theft,Alternative to Federal Prosecution,8
2005-07,Theft,Alternative to Federal Prosecution,9
2005-08,Theft,Alternative to Federal Prosecution,8
2005-09,Theft,Alternative to Federal Prosecution,8
2005-10,Theft,Alternative to Federal Prosecution,14
2005-11,Theft,Alternative to Federal Prosecution,9
2005-12,Theft,Alternative to Federal Prosecution,6
2006-01,Theft,Alternative to Federal Prosecution,9
2006-02,Theft,Alternative to Federal Prosecution,11
2006-03,Theft,Alternative to Federal Prosecution,5
2006-04,Theft,Alternative to Federal Prosecution,12
2006-05,Theft,Alternative to Federal Prosecution,6
2006-06,Theft,Alternative to Federal Prosecution,5
2006-07,Theft,Alternative to Federal Prosecution,9
2006-08,Theft,Alternative to Federal Prosecution,5
2006-09,Theft,Alternative to Federal Prosecution,4
2006-10,Theft,Alternative to Federal Prosecution,6
2006-11,Theft,Alternative to Federal Prosecution,5
2006-12,Theft,Alternative to Federal Prosecution,5
2007-01,Theft,Alternative to Federal Prosecution,4
2007-02,Theft,Alternative to Federal Prosecution,9
2007-03,Theft,Alternative to Federal Prosecution,9
2007-04,Theft,Alternative to Federal Prosecution,3
2007-05,Theft,Alternative to Federal Prosecution,8
2007-06,Theft,Alternative to Federal Prosecution,6
2007-07,Theft,Alternative to Federal Prosecution,11
2007-08,Theft,Alternative to Federal Prosecution,5
2007-09,Theft,Alternative to Federal Prosecution,11
2007-10,Theft,Alternative to Federal Prosecution,7
2007-11,Theft,Alternative to Federal Prosecution,8
2007-12,Theft,Alternative to Federal Prosecution,4
2008-01,Theft,Alternative to Federal Prosecution,3
2008-02,Theft,Alternative to Federal Prosecution,2
2008-03,Theft,Alternative to Federal Prosecution,5
2008-04,Theft,Alternative to Federal Prosecution,3
2008-05,Theft,Alternative to Federal Prosecution,6
2008-06,Theft,Alternative to Federal Prosecution,2
2008-07,Theft,Alternative to Federal Prosecution,10
2008-08,Theft,Alternative to Federal Prosecution,12
2008-09,Theft,Alternative to Federal Prosecution,8
2008-10,Theft,Alternative to Federal Prosecution,6
2008-11,Theft,Alternative to Federal Prosecution,3
2008-12,Theft,Alternative to Federal Prosecution,9
2009-01,Theft,Alternative to Federal Prosecution,6
2009-02,Theft,Alternative to Federal Prosecution,2
2009-03,Theft,Alternative to Federal Prosecution,6
2009-04,Theft,Alternative to Federal Prosecution,7
2009-05,Theft,Alternative to Federal Prosecution,6
2009-06,Theft,Alternative to Federal Prosecution,9
2009-07,Theft,Alternative to Federal Prosecution,4
2009-08,Theft,Alternative to Federal Prosecution,3
2009-09,Theft,Alternative to Federal Prosecution,7
2009-10,Theft,Alternative to Federal Prosecution,6
2009-11,Theft,Alternative to Federal Prosecution,6
2009-12,Theft,Alternative to Federal Prosecution,5
2010-01,Theft,Alternative to Federal Prosecution,2
2010-02,Theft,Alternative to Federal Prosecution,8
2010-03,Theft,Alternative to Federal Prosecution,7
2010-04,Theft,Alternative to Federal Prosecution,2
2010-05,Theft,Alternative to Federal Prosecution,3
2010-06,Theft,Alternative to Federal Prosecution,7
2010-07,Theft,Alternative to Federal Prosecution,8
2010-08,Theft,Alternative to Federal Prosecution,9
2010-09,Theft,Alternative to Federal Prosecution,6
2010-10,Theft,Alternative to Federal Prosecution,2
2010-11,Theft,Alternative to Federal Prosecution,6
2010-12,Theft,Alternative to Federal Prosecution,6
2011-01,Theft,Alternative to Federal Prosecution,3
2011-02,Theft,Alternative to Federal Prosecution,3
2011-03,Theft,Alternative to Federal Prosecution,4
2011-04,Theft,Alternative to Federal Prosecution,5
2011-05,Theft,Alternative to Federal Prosecution,4
2011-06,Theft,Alternative to Federal Prosecution,4
2011-07,Theft,Alternative to Federal Prosecution,6
2011-08,Theft,Alternative to Federal Prosecution,2
2011-09,Theft,Alternative to Federal Prosecution,6
2011-10,Theft,Alternative to Federal Prosecution,1
2011-11,Theft,Alternative to Federal Prosecution,7
2011-12,Theft,Alternative to Federal Prosecution,3
2012-01,Theft,Alternative to Federal Prosecution,3
2012-02,Theft,Alternative to Federal Prosecution,7
2012-03,Theft,Alternative to Federal Prosecution,5
2012-04,Theft,Alternative to Federal Prosecution,2
2012-05,Theft,Alternative to Federal Prosecution,3
2012-06,Theft,Alternative to Federal Prosecution,5
2012-07,Theft,Alternative to Federal Prosecution,4
2012-08,Theft,Alternative to Federal Prosecution,7
2012-09,Theft,Alternative to Federal Prosecution,3
2012-10,Theft,Alternative to Federal Prosecution,4
2012-11,Theft,Alternative to Federal Prosecution,3
2012-12,Theft,Alternative to Federal Prosecution,1
2013-01,Theft,Alternative to Federal Prosecution,4
2013-02,Theft,Alternative to Federal Prosecution,4
2013-03,Theft,Alternative to Federal Prosecution,9
2013-04,Theft,Alternative to Federal Prosecution,5
2013-05,Theft,Alternative to Federal Prosecution,4
2013-06,Theft,Alternative to Federal Prosecution,2
2013-07,Theft,Alternative to Federal Prosecution,1
2013-08,Theft,Alternative to Federal Prosecution,5
2013-09,Theft,Alternative to Federal Prosecution,9
2013-10,Theft,Alternative to Federal Prosecution,3
2013-11,Theft,Alternative to Federal Prosecution,4
2013-12,Theft,Alternative to Federal Prosecution,4
2014-01,Theft,Alternative to Federal Prosecution,3
2014-02,Theft,Alternative to Federal Prosecution,5
2014-03,Theft,Alternative to Federal Prosecution,13
2014-04,Theft,Alternative to Federal Prosecution,9
2014-05,Theft,Alternative to Federal Prosecution,4
2014-06,Theft,Alternative to Federal Prosecution,10
2014-07,Theft,Alternative to Federal Prosecution,8
2014-08,Theft,Alternative to Federal Prosecution,9
2014-09,Theft,Alternative to Federal Prosecution,11
2014-10,Theft,Alternative to Federal Prosecution,5
2014-11,Theft,Alternative to Federal Prosecution,4
2014-12,Theft,Alternative to Federal Prosecution,5
2015-01,Theft,Alternative to Federal Prosecution,10
2015-02,Theft,Alternative to Federal Prosecution,19
2015-03,Theft,Alternative to Federal Prosecution,12
2015-04,Theft,Alternative to Federal Prosecution,5
2015-05,Theft,Alternative to Federal Prosecution,6
2015-06,Theft,Alternative to Federal Prosecution,3
2015-07,Theft,Alternative to Federal Prosecution,8
2015-08,Theft,Alternative to Federal Prosecution,3
2015-09,Theft,Alternative to Federal Prosecution,5
2015-10,Theft,Alternative to Federal Prosecution,6
2015-11,Theft,Alternative to Federal Prosecution,8
2015-12,Theft,Alternative to Federal Prosecution,1
2016-01,Theft,Alternative to Federal Prosecution,6
2016-02,Theft,Alternative to Federal Prosecution,10
2016-03,Theft,Alternative to Federal Prosecution,8
2016-04,Theft,Alternative to Federal Prosecution,11
2016-05,Theft,Alternative to Federal Prosecution,5
2016-06,Theft,Alternative to Federal Prosecution,6
2016-07,Theft,Alternative to Federal Prosecution,12
2016-08,Theft,Alternative to Federal Prosecution,8
2016-09,Theft,Alternative to Federal Prosecution,2
2016-10,Theft,Alternative to Federal Prosecution,13
2016-11,Theft,Alternative to Federal Prosecution,1
2016-12,Theft,Alternative to Federal Prosecution,6
2017-01,Theft,Alternative to Federal Prosecution,24
2017-02,Theft,Alternative to Federal Prosecution,6
2017-03,Theft,Alternative to Federal Prosecution,15
2017-04,Theft,Alternative to Federal Prosecution,9
2017-05,Theft,Alternative to Federal Prosecution,8
2017-06,Theft,Alternative to Federal Prosecution,1
2017-07,Theft,Alternative to Federal Prosecution,5
2017-08,Theft,Alternative to Federal Prosecution,6
2017-09,Theft,Alternative to Federal Prosecution,8
2017-10,Theft,Alternative to Federal Prosecution,1
2017-11,Theft,Alternative to Federal Prosecution,7
2017-12,Theft,Alternative to Federal Prosecution,1
2018-01,Theft,Alternative to Federal Prosecution,2
2018-02,Theft,Alternative to Federal Prosecution,4
2018-03,Theft,Alternative to Federal Prosecution,7
2018-04,Theft,Alternative to Federal Prosecution,2
2018-05,Theft,Alternative to Federal Prosecution,3
2018-06,Theft,Alternative to Federal Prosecution,3
2018-07,Theft,Alternative to Federal Prosecution,3
2018-08,Theft,Alternative to Federal Prosecution,15
2018-09,Theft,Alternative to Federal Prosecution,3
2018-10,Theft,Alternative to Federal Prosecution,17
2018-11,Theft,Alternative to Federal Prosecution,4
2018-12,Theft,Alternative to Federal Prosecution,3
2019-01,Theft,Alternative to Federal Prosecution,3
2019-02,Theft,Alternative to Federal Prosecution,5
2019-03,Theft,Alternative to Federal Prosecution,5
2019-04,Theft,Alternative to Federal Prosecution,6
2019-05,Theft,Alternative to Federal Prosecution,1
2019-06,Theft,Alternative to Federal Prosecution,2
2019-07,Theft,Alternative to Federal Prosecution,4
2019-08,Theft,Alternative to Federal Prosecution,4
2019-09,Theft,Alternative to Federal Prosecution,10
2019-10,Theft,Alternative to Federal Prosecution,2
2019-11,Theft,Alternative to Federal Prosecution,1
2019-12,Theft,Alternative to Federal Prosecution,2
2020-01,Theft,Alternative to Federal Prosecution,4
2020-02,Theft,Alternative to Federal Prosecution,6
2020-03,Theft,Alternative to Federal Prosecution,2
2020-04,Theft,Alternative to Federal Prosecution,7
2020-05,Theft,Alternative to Federal Prosecution,3
2020-06,Theft,Alternative to Federal Prosecution,2
2020-07,Theft,Alternative to Federal Prosecution,5
2020-08,Theft,Alternative to Federal Prosecution,5
2020-09,Theft,Alternative to Federal Prosecution,7
2020-10,Theft,Alternative to Federal Prosecution,2
2020-11,Theft,Alternative to Federal Prosecution,5
2020-12,Theft,Alternative to Federal Prosecution,4
2021-02,Theft,Alternative to Federal Prosecution,1
2021-03,Theft,Alternative to Federal Prosecution,4
2021-04,Theft,Alternative to Federal Prosecution,4
2021-05,Theft,Alternative to Federal Prosecution,2
2021-06,Theft,Alternative to Federal Prosecution,1
2021-07,Theft,Alternative to Federal Prosecution,1
2021-08,Theft,Alternative to Federal Prosecution,3
2021-09,Theft,Alternative to Federal Prosecution,5
2021-10,Theft,Alternative to Federal Prosecution,1
2021-11,Theft,Alternative to Federal Prosecution,7
2021-12,Theft,Alternative to Federal Prosecution,4
2022-01,Theft,Alternative to Federal Prosecution,3
2022-02,Theft,Alternative to Federal Prosecution,2
2022-03,Theft,Alternative to Federal Prosecution,9
2022-04,Theft,Alternative to Federal Prosecution,3
2022-05,Theft,Alternative to Federal Prosecution,3
2022-06,Theft,Alternative to Federal Prosecution,3
2022-07,Theft,Alternative to Federal Prosecution,1
2022-09,Theft,Alternative to Federal Prosecution,5
2022-10,Theft,Alternative to Federal Prosecution,5
2022-11,Theft,Alternative to Federal Prosecution,3
2022-12,Theft,Alternative to Federal Prosecution,3
2023-01,Theft,Alternative to Federal Prosecution,2
2023-03,Theft,Alternative to Federal Prosecution,2
2023-04,Theft,Alternative to Federal Prosecution,2
2023-05,Theft,Alternative to Federal Prosecution,3
2023-06,Theft,Alternative to Federal Prosecution,1
2023-07,Theft,Alternative to Federal Prosecution,5
2023-08,Theft,Alternative to Federal Prosecution,3
2023-09,Theft,Alternative to Federal Prosecution,6
2023-10,Theft,Alternative to Federal Prosecution,6
2023-11,Theft,Alternative to Federal Prosecution,3
2023-12,Theft,Alternative to Federal Prosecution,2
2024-01,Theft,Alternative to Federal Prosecution,3
2024-02,Theft,Alternative to Federal Prosecution,3
2024-03,Theft,Alternative to Federal Prosecution,6
2024-04,Theft,Alternative to Federal Prosecution,3
2024-05,Theft,Alternative to Federal Prosecution,2
2024-06,Theft,Alternative to Federal Prosecution,3
2024-07,Theft,Alternative to Federal Prosecution,1
2024-08,Theft,Alternative to Federal Prosecution,1
2024-09,Theft,Alternative to Federal Prosecution,6
2024-10,Theft,Alternative to Federal Prosecution,1
2024-11,Theft,Alternative to Federal Prosecution,1
2024-12,Theft,Alternative to Federal Prosecution,2
2025-01,Theft,Alternative to Federal Prosecution,6
2025-02,Theft,Alternative to Federal Prosecution,11
2025-03,Theft,Alternative to Federal Prosecution,9
2025-04,Theft,Alternative to Federal Prosecution,4
2025-05,Theft,Alternative to Federal Prosecution,1
2025-06,Theft,Alternative to Federal Prosecution,5
2025-07,Theft,Alternative to Federal Prosecution,3
2025-08,Theft,Alternative to Federal Prosecution,2
2025-09,Theft,Alternative to Federal Prosecution,2
2025-10,Theft,Alternative to Federal Prosecution,1
2025-11,Theft,Alternative to Federal Prosecution,2
2026-01,Theft,Alternative to Federal Prosecution,5
2026-02,Theft,Alternative to Federal Prosecution,2
2026-03,Theft,Alternative to Federal Prosecution,7
2026-04,Theft,Alternative to Federal Prosecution,4
2026-05,Theft,Alternative to Federal Prosecution,1
2026-06,Theft,Alternative to Federal Prosecution,2
2026-07,Theft,Alternative to Federal Prosecution,3
1994-10,Theft,Defendant Unavailable,12
1994-11,Theft,Defendant Unavailable,14
1994-12,Theft,Defendant Unavailable,10
1995-01,Theft,Defendant Unavailable,10
1995-02,Theft,Defendant Unavailable,10
1995-03,Theft,Defendant Unavailable,14
1995-04,Theft,Defendant Unavailable,12
1995-05,Theft,Defendant Unavailable,10
1995-06,Theft,Defendant Unavailable,11
1995-07,Theft,Defendant Unavailable,10
1995-08,Theft,Defendant Unavailable,23
1995-09,Theft,Defendant Unavailable,11
1995-10,Theft,Defendant Unavailable,16
1995-11,Theft,Defendant Unavailable,11
1995-12,Theft,Defendant Unavailable,8
1996-01,Theft,Defendant Unavailable,16
1996-02,Theft,Defendant Unavailable,15
1996-03,Theft,Defendant Unavailable,15
1996-04,Theft,Defendant Unavailable,8
1996-05,Theft,Defendant Unavailable,10
1996-06,Theft,Defendant Unavailable,20
1996-07,Theft,Defendant Unavailable,12
1996-08,Theft,Defendant Unavailable,10
1996-09,Theft,Defendant Unavailable,7
1996-10,Theft,Defendant Unavailable,10
1996-11,Theft,Defendant Unavailable,7
1996-12,Theft,Defendant Unavailable,6
1997-01,Theft,Defendant Unavailable,18
1997-02,Theft,Defendant Unavailable,9
1997-03,Theft,Defendant Unavailable,9
1997-04,Theft,Defendant Unavailable,12
1997-05,Theft,Defendant Unavailable,7
1997-06,Theft,Defendant Unavailable,13
1997-07,Theft,Defendant Unavailable,13
1997-08,Theft,Defendant Unavailable,17
1997-09,Theft,Defendant Unavailable,16
1997-10,Theft,Defendant Unavailable,10
1997-11,Theft,Defendant Unavailable,6
1997-12,Theft,Defendant Unavailable,10
1998-01,Theft,Defendant Unavailable,7
1998-02,Theft,Defendant Unavailable,10
1998-03,Theft,Defendant Unavailable,10
1998-04,Theft,Defendant Unavailable,8
1998-05,Theft,Defendant Unavailable,9
1998-06,Theft,Defendant Unavailable,11
1998-07,Theft,Defendant Unavailable,10
1998-08,Theft,Defendant Unavailable,7
1998-09,Theft,Defendant Unavailable,6
1998-10,Theft,Defendant Unavailable,3
1998-11,Theft,Defendant Unavailable,6
1998-12,Theft,Defendant Unavailable,7
1999-01,Theft,Defendant Unavailable,9
1999-02,Theft,Defendant Unavailable,11
1999-03,Theft,Defendant Unavailable,9
1999-04,Theft,Defendant Unavailable,11
1999-05,Theft,Defendant Unavailable,6
1999-06,Theft,Defendant Unavailable,17
1999-07,Theft,Defendant Unavailable,13
1999-08,Theft,Defendant Unavailable,13
1999-09,Theft,Defendant Unavailable,10
1999-10,Theft,Defendant Unavailable,4
1999-11,Theft,Defendant Unavailable,4
1999-12,Theft,Defendant Unavailable,12
2000-01,Theft,Defendant Unavailable,7
2000-02,Theft,Defendant Unavailable,8
2000-03,Theft,Defendant Unavailable,12
2000-04,Theft,Defendant Unavailable,5
2000-05,Theft,Defendant Unavailable,9
2000-06,Theft,Defendant Unavailable,4
2000-07,Theft,Defendant Unavailable,5
2000-08,Theft,Defendant Unavailable,11
2000-09,Theft,Defendant Unavailable,11
2000-10,Theft,Defendant Unavailable,2
2000-11,Theft,Defendant Unavailable,6
2000-12,Theft,Defendant Unavailable,7
2001-01,Theft,Defendant Unavailable,11
2001-02,Theft,Defendant Unavailable,6
2001-03,Theft,Defendant Unavailable,8
2001-04,Theft,Defendant Unavailable,9
2001-05,Theft,Defendant Unavailable,4
2001-06,Theft,Defendant Unavailable,11
2001-07,Theft,Defendant Unavailable,9
2001-08,Theft,Defendant Unavailable,17
2001-09,Theft,Defendant Unavailable,12
2001-10,Theft,Defendant Unavailable,7
2001-11,Theft,Defendant Unavailable,3
2001-12,Theft,Defendant Unavailable,9
2002-01,Theft,Defendant Unavailable,9
2002-02,Theft,Defendant Unavailable,6
2002-03,Theft,Defendant Unavailable,11
2002-04,Theft,Defendant Unavailable,11
2002-05,Theft,Defendant Unavailable,14
2002-06,Theft,Defendant Unavailable,6
2002-07,Theft,Defendant Unavailable,10
2002-08,Theft,Defendant Unavailable,13
2002-09,Theft,Defendant Unavailable,7
2002-10,Theft,Defendant Unavailable,7
2002-11,Theft,Defendant Unavailable,7
2002-12,Theft,Defendant Unavailable,7
2003-01,Theft,Defendant Unavailable,5
2003-02,Theft,Defendant Unavailable,5
2003-03,Theft,Defendant Unavailable,5
2003-04,Theft,Defendant Unavailable,7
2003-05,Theft,Defendant Unavailable,4
2003-06,Theft,Defendant Unavailable,5
2003-07,Theft,Defendant Unavailable,10
2003-08,Theft,Defendant Unavailable,7
2003-09,Theft,Defendant Unavailable,11
2003-10,Theft,Defendant Unavailable,5
2003-11,Theft,Defendant Unavailable,11
2003-12,Theft,Defendant Unavailable,5
2004-01,Theft,Defendant Unavailable,8
2004-02,Theft,Defendant Unavailable,6
2004-03,Theft,Defendant Unavailable,10
2004-04,Theft,Defendant Unavailable,13
2004-05,Theft,Defendant Unavailable,12
2004-06,Theft,Defendant Unavailable,9
2004-07,Theft,Defendant Unavailable,3
2004-08,Theft,Defendant Unavailable,54
2004-09,Theft,Defendant Unavailable,13
2004-10,Theft,Defendant Unavailable,5
2004-11,Theft,Defendant Unavailable,6
2004-12,Theft,Defendant Unavailable,14
2005-01,Theft,Defendant Unavailable,5
2005-02,Theft,Defendant Unavailable,10
2005-03,Theft,Defendant Unavailable,9
2005-04,Theft,Defendant Unavailable,10
2005-05,Theft,Defendant Unavailable,10
2005-06,Theft,Defendant Unavailable,2
2005-07,Theft,Defendant Unavailable,6
2005-08,Theft,Defendant Unavailable,10
2005-09,Theft,Defendant Unavailable,9
2005-10,Theft,Defendant Unavailable,2
2005-11,Theft,Defendant Unavailable,6
2005-12,Theft,Defendant Unavailable,6
2006-01,Theft,Defendant Unavailable,11
2006-02,Theft,Defendant Unavailable,15
2006-03,Theft,Defendant Unavailable,24
2006-04,Theft,Defendant Unavailable,4
2006-05,Theft,Defendant Unavailable,7
2006-06,Theft,Defendant Unavailable,10
2006-07,Theft,Defendant Unavailable,6
2006-08,Theft,Defendant Unavailable,8
2006-09,Theft,Defendant Unavailable,16
2006-10,Theft,Defendant Unavailable,4
2006-11,Theft,Defendant Unavailable,8
2006-12,Theft,Defendant Unavailable,2
2007-01,Theft,Defendant Unavailable,9
2007-02,Theft,Defendant Unavailable,8
2007-03,Theft,Defendant Unavailable,15
2007-04,Theft,Defendant Unavailable,10
2007-05,Theft,Defendant Unavailable,6
2007-06,Theft,Defendant Unavailable,14
2007-07,Theft,Defendant Unavailable,4
2007-08,Theft,Defendant Unavailable,2
2007-09,Theft,Defendant Unavailable,6
2007-10,Theft,Defendant Unavailable,9
2007-11,Theft,Defendant Unavailable,6
2007-12,Theft,Defendant Unavailable,6
2008-01,Theft,Defendant Unavailable,8
2008-02,Theft,Defendant Unavailable,6
2008-03,Theft,Defendant Unavailable,10
2008-04,Theft,Defendant Unavailable,6
2008-05,Theft,Defendant Unavailable,11
2008-06,Theft,Defendant Unavailable,13
2008-07,Theft,Defendant Unavailable,4
2008-08,Theft,Defendant Unavailable,11
2008-09,Theft,Defendant Unavailable,6
2008-10,Theft,Defendant Unavailable,6
2008-11,Theft,Defendant Unavailable,2
2008-12,Theft,Defendant Unavailable,17
2009-01,Theft,Defendant Unavailable,6
2009-02,Theft,Defendant Unavailable,8
2009-03,Theft,Defendant Unavailable,14
2009-04,Theft,Defendant Unavailable,13
2009-05,Theft,Defendant Unavailable,5
2009-06,Theft,Defendant Unavailable,7
2009-07,Theft,Defendant Unavailable,6
2009-08,Theft,Defendant Unavailable,11
2009-09,Theft,Defendant Unavailable,7
2009-10,Theft,Defendant Unavailable,3
2009-11,Theft,Defendant Unavailable,3
2009-12,Theft,Defendant Unavailable,1
2010-01,Theft,Defendant Unavailable,6
2010-02,Theft,Defendant Unavailable,5
2010-03,Theft,Defendant Unavailable,5
2010-04,Theft,Defendant Unavailable,11
2010-05,Theft,Defendant Unavailable,5
2010-06,Theft,Defendant Unavailable,4
2010-07,Theft,Defendant Unavailable,18
2010-08,Theft,Defendant Unavailable,8
2010-09,Theft,Defendant Unavailable,13
2010-10,Theft,Defendant Unavailable,7
2010-11,Theft,Defendant Unavailable,1
2010-12,Theft,Defendant Unavailable,7
2011-01,Theft,Defendant Unavailable,9
2011-02,Theft,Defendant Unavailable,14
2011-03,Theft,Defendant Unavailable,34
2011-04,Theft,Defendant Unavailable,4
2011-05,Theft,Defendant Unavailable,9
2011-06,Theft,Defendant Unavailable,11
2011-07,Theft,Defendant Unavailable,10
2011-08,Theft,Defendant Unavailable,14
2011-09,Theft,Defendant Unavailable,30
2011-10,Theft,Defendant Unavailable,14
2011-11,Theft,Defendant Unavailable,10
2011-12,Theft,Defendant Unavailable,19
2012-01,Theft,Defendant Unavailable,10
2012-03,Theft,Defendant Unavailable,6
2012-04,Theft,Defendant Unavailable,19
2012-05,Theft,Defendant Unavailable,2
2012-06,Theft,Defendant Unavailable,9
2012-07,Theft,Defendant Unavailable,14
2012-08,Theft,Defendant Unavailable,11
2012-09,Theft,Defendant Unavailable,9
2012-10,Theft,Defendant Unavailable,7
2012-11,Theft,Defendant Unavailable,17
2012-12,Theft,Defendant Unavailable,6
2013-01,Theft,Defendant Unavailable,6
2013-02,Theft,Defendant Unavailable,5
2013-03,Theft,Defendant Unavailable,15
2013-04,Theft,Defendant Unavailable,17
2013-05,Theft,Defendant Unavailable,11
2013-06,Theft,Defendant Unavailable,10
2013-07,Theft,Defendant Unavailable,8
2013-08,Theft,Defendant Unavailable,10
2013-09,Theft,Defendant Unavailable,19
2013-10,Theft,Defendant Unavailable,21
2013-11,Theft,Defendant Unavailable,8
2013-12,Theft,Defendant Unavailable,7
2014-01,Theft,Defendant Unavailable,4
2014-02,Theft,Defendant Unavailable,9
2014-03,Theft,Defendant Unavailable,6
2014-04,Theft,Defendant Unavailable,3
2014-05,Theft,Defendant Unavailable,1
2014-06,Theft,Defendant Unavailable,1
2014-09,Theft,Defendant Unavailable,3
2014-10,Theft,Defendant Unavailable,1
2014-11,Theft,Defendant Unavailable,1
2014-12,Theft,Defendant Unavailable,1
2015-01,Theft,Defendant Unavailable,2
2015-02,Theft,Defendant Unavailable,5
2015-04,Theft,Defendant Unavailable,1
2015-07,Theft,Defendant Unavailable,4
2016-01,Theft,Defendant Unavailable,2
2016-07,Theft,Defendant Unavailable,1
2016-09,Theft,Defendant Unavailable,1
2016-10,Theft,Defendant Unavailable,3
2016-11,Theft,Defendant Unavailable,2
2016-12,Theft,Defendant Unavailable,1
2017-01,Theft,Defendant Unavailable,1
2017-02,Theft,Defendant Unavailable,1
2017-03,Theft,Defendant Unavailable,2
2017-04,Theft,Defendant Unavailable,1
2017-06,Theft,Defendant Unavailable,1
2017-08,Theft,Defendant Unavailable,1
2017-11,Theft,Defendant Unavailable,1
2018-01,Theft,Defendant Unavailable,1
2018-03,Theft,Defendant Unavailable,1
2018-04,Theft,Defendant Unavailable,1
2018-09,Theft,Defendant Unavailable,1
2018-10,Theft,Defendant Unavailable,2
2018-12,Theft,Defendant Unavailable,1
2019-03,Theft,Defendant Unavailable,1
2019-04,Theft,Defendant Unavailable,4
2019-05,Theft,Defendant Unavailable,4
2019-07,Theft,Defendant Unavailable,1
2019-08,Theft,Defendant Unavailable,7
2019-09,Theft,Defendant Unavailable,2
2019-10,Theft,Defendant Unavailable,1
2019-11,Theft,Defendant Unavailable,2
2020-01,Theft,Defendant Unavailable,2
2020-03,Theft,Defendant Unavailable,1
2020-06,Theft,Defendant Unavailable,1
2020-09,Theft,Defendant Unavailable,2
2020-10,Theft,Defendant Unavailable,1
2020-11,Theft,Defendant Unavailable,2
2021-02,Theft,Defendant Unavailable,10
2021-03,Theft,Defendant Unavailable,1
2021-04,Theft,Defendant Unavailable,2
2021-06,Theft,Defendant Unavailable,1
2021-07,Theft,Defendant Unavailable,1
2021-08,Theft,Defendant Unavailable,2
2021-09,Theft,Defendant Unavailable,1
2021-10,Theft,Defendant Unavailable,1
2021-12,Theft,Defendant Unavailable,1
2022-01,Theft,Defendant Unavailable,1
2022-02,Theft,Defendant Unavailable,2
2022-03,Theft,Defendant Unavailable,2
2022-04,Theft,Defendant Unavailable,1
2022-05,Theft,Defendant Unavailable,1
2022-07,Theft,Defendant Unavailable,1
2022-08,Theft,Defendant Unavailable,2
2023-02,Theft,Defendant Unavailable,1
2023-03,Theft,Defendant Unavailable,1
2023-04,Theft,Defendant Unavailable,1
2023-05,Theft,Defendant Unavailable,1
2023-09,Theft,Defendant Unavailable,3
2023-11,Theft,Defendant Unavailable,1
2023-12,Theft,Defendant Unavailable,1
2024-01,Theft,Defendant Unavailable,2
2024-02,Theft,Defendant Unavailable,4
2024-03,Theft,Defendant Unavailable,1
2024-04,Theft,Defendant Unavailable,1
2024-05,Theft,Defendant Unavailable,2
2024-07,Theft,Defendant Unavailable,2
2024-09,Theft,Defendant Unavailable,3
2025-01,Theft,Defendant Unavailable,1
2025-02,Theft,Defendant Unavailable,3
2025-04,Theft,Defendant Unavailable,1
2025-05,Theft,Defendant Unavailable,1
2025-07,Theft,Defendant Unavailable,2
2025-09,Theft,Defendant Unavailable,4
2025-10,Theft,Defendant Unavailable,1
2026-01,Theft,Defendant Unavailable,1
2026-05,Theft,Defendant Unavailable,1
2026-07,Theft,Defendant Unavailable,1
1994-10,Theft,Insufficient Evidence,32
1994-11,Theft,Insufficient Evidence,35
1994-12,Theft,Insufficient Evidence,18
1995-01,Theft,Insufficient Evidence,41
1995-02,Theft,Insufficient Evidence,36
1995-03,Theft,Insufficient Evidence,39
1995-04,Theft,Insufficient Evidence,36
1995-05,Theft,Insufficient Evidence,25
1995-06,Theft,Insufficient Evidence,30
1995-07,Theft,Insufficient Evidence,24
1995-08,Theft,Insufficient Evidence,26
1995-09,Theft,Insufficient Evidence,46
1995-10,Theft,Insufficient Evidence,39
1995-11,Theft,Insufficient Evidence,22
1995-12,Theft,Insufficient Evidence,19
1996-01,Theft,Insufficient Evidence,37
1996-02,Theft,Insufficient Evidence,15
1996-03,Theft,Insufficient Evidence,27
1996-04,Theft,Insufficient Evidence,27
1996-05,Theft,Insufficient Evidence,29
1996-06,Theft,Insufficient Evidence,63
